ami,english,source,kindOf,dialect
toma'i,feces,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
pahanhan,rest,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tokatok,sleepy,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
asik,clean,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
minanam,learn,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ti'enang,lie down,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
cinitiih,nightmare,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
takaw,steal,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
misafel,cook,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
todoh,burn (like straw),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
masowaf,yawn,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tamek,roast,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tangtang,cook (rice/meat/yams),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tala,wait,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
patalakal,hunt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
pawali,"dry (e.g., drying clothes in the sun)",FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
cihoken,draw water with a ladle (imperatives),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
lowanen ko nanom,drain (abatement),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
solimeten,"pack up (imperatives, as in pack up)",FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tifek,mill,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
pawali,dry up,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
sisawfa,quilt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
patedi,shine/light up,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ehir,fry,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
pafo^fo,fishing for fish and shrimp by cage,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
mirahekad,steam (as in steamed rice),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
paloma,plant,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
pacemot,fish,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
romrom,make a fire,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
sakiroen,pickle (imperatives),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
'ong'ong,burnt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
dipot,take care of,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
leceng,cut (hair),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
nengel,soak,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
fohat,lift off (as in lift off the lid).,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tadem,bury,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
celol,change (cloth),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ta^ta,lock up,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
misikal,make the bed,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ecic,burn (as in burning the hair of prey),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
pitpit,leaf stripping,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
cafool,urge urination,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
fakeciw,measure,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
todoh,burning,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ca'iten,hang (Imperatives),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
todong,imitate,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
pariri',feed,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ciyan,fry,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
totom,ignite,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
mitilid,read,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
minanom,drink,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
korkor,dig,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
aro',live,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
romadiw,sing,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
salama,play,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
patay,death,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
adada,ouch,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
madoka',wounded,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
masiday,lose,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
adada,pain,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ma'irang,bleed,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
sipoyapoy,pregnant,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ma'oripay,living,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
maesos,fart,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
pi'iw,lame,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
dipot,nurture,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
malengaw,growth,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kamamit,scar,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
caenget,itchy,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tokatok,doze off,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
'esing,sneeze,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
adada,soreness,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
adada,sick,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
cifena',festering,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ngiliw,slim,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kareteng,heavy (weight),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kahemaw,light (weight),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
akawang,high (height),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
taangayay,large,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
amerek,short (height),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
lalok,industrious,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
sienaw,cold,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
mimingay,small,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
adihay,many,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
makapah,pretty,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kietec,ice-cold,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
maso'et,hot,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
mimingay,few,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
malasang,drunk,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tawa,laugh,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
cepa',wet,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
rohem,ripe (of fruit),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kifetolay,thick,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
manta',undercooked (if this piece of meat is raw),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kohepicay,thin,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kadit,dirty,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
toka,lazy,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
makorac,clean,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kaliki,soon,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tadengal,bright,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
so^eso,fat,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ma'icangay,dry,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
roray,tired,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kasini'adaan,poor thing,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
fa^elohay,new,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
matelangay,old,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ngata,near,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
cedet,hot,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
matastas,spoiled,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kacedah,spicy,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
raay,far,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
lifawa,swelling,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ikong,bend,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
halafinay,long,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
mapohaway to,blind,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
warak,poison,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
'aredet,delicious,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kohenac,smooth,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
anenger,bitter,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
koengel,fragile (e.g. this wire is prone to breakage),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
manta'ay,unripe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
hokhok,stealthily,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
aloman,numerous,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kahemaw,brisk,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
'acicim,sour,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kahecid,salty,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
patodong,intentional,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
maponi'ay,pulpy,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tanoktok,sturdy,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
diheko,warm,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
malaresay,blunt,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
koesan,sweet,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
copelak/copelas,astringent (taste),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
akawang a mangiliw,tall and thin,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
isil,slant,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kona'i,soft,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
atekak,very hard,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
'angliw,sour smell,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
moecel,straight,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
matomesay to,full,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
nga'ayay,well,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kakahad,(space) spacious,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tatodong,correct,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
maopic,fully wetted,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tayo,slowly,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
fala^efaay,warm,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
taakay,coarse,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ki'edaw,long,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kohepic,fine,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
amoto',short,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
faedet,hot,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
rohem,ripen,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tomes,full,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kapah,handsome,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
mamahaehaen aca,should,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
cowa ka eca,certain,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
maedeng,able,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
alatek,possible,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
maacang,celebrate,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
sipasip,wipe,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ocol,call,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tepik,fold,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
pera',split open,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
cokaymas,use,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
lifowas,overflow (like water overflowing),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
patado,help,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
keting,attach,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
lamlam,mix sth. with sth.,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
mangiyangi,shaken,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
mitawasi,erase,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ti'er,depend,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
taktak,pour,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
'eteng,block,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
siday,stay,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ngiha,sound,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ta'elif,over,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
pelal,crumble (of scree slope),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
fo'ot,brake,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
kilim,search,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
falah /sawad,throw away,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
lalang,prohibit,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ira,there are...,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
'osaw,remain,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
pateli,set up,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
satapang,begin,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
laheci,complete,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
mikilimay to papo'ien,pick on,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
sanga',make,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
makilim,find,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
sa'osi,number (calculation),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
matalakal,trapped,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
misontol,bang,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
liyon,rotate,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
takelen,surround,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
nga'ay,good,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ahowiday,thank you,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
awa,no,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
nga'ay to,it’s okay,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
aka to,don’t,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ca kanga'ay,can't,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
cowa,no (for reply),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
awa,none (negative of possession),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
aka ka,don’t (for the imperative),FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
hayken,don’t know,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
so'elinay,really,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
simaanay,arbitrary,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
nga'ay to,okay,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
nawhani,because,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
ano masamaan to,whether,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
tangsol,immediately,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
maedeng,enough,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
liyaw,again,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
edengan,only,FormosanBank/Corpora/ePark/XML/ep2_學習詞表/Amis/Malan_Amis.xml,standard,Malan
