tay,english,source,kindOf,dialect,row_type,split
maki mlabo ro mgwasiq.,We have white and blue ones too.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
bqani co qotox mgwasiq na lokos.,Please give me the clothes in blue.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"Pasang, mnwah so ino coni? nwah so phlah he ga?","Pasang, where have you been just now? Did you go exercising?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"ini, nwah co rmax yaki mbes ramat.","No, I went grocery shopping for my grandma.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
"han maha kya ga, nano yaw so gbyan? hata msqon maniq.",No wonder! Are you available at night? Would you like to have a meal with me?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"iyat ay, mosa co mbes lokos.","No, I want to buy some clothes.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
nano sqon co iso mosa.,"Then, I will go with you.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"rangi, pisa pila qotox hnblan ramat qani?","Hello, how much is this bunch of vegetables?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
posan pila qotox hinblan.,The vegetables are $20 for a bunch.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
pisa pila ngahi qani?,How much are these sweet potatoes?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
qotox tngcing ga mtiyol pila qa ngahi.,Sweet potatoes are thirty dollars for a pound.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
bqani co saying hinblan ramat ki qotox tngcing ngahi.,Please give me two bunches of vegetables and a pound of sweet potatoes.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"Toli, mngi co maray enpit la, ksyoxi co cikay ki?","Toli, I forgot to bring my pen. Can you lend me one?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"oka kingan oyi, arwa ni Komo qani.",I don't have one either. This is Kumu's.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
ana ga ksyoxay ta cikay ki? masoq lga bqanon miso la.,Can you lend me the pen for a second? I will return to you immediately.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"oya, agan ga.","Sure, take it.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"mhoway so, mhoway so kosa Komo oyi ki.",Thank you and thank Kumu for me.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
nano siyon so cokaw?,May I help you?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mwah co mato kinsyoxan mo saying bbiro.,I want to return these two books.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"oya, maki na siyon so cokaw na?",No problem and what else do you need?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
ksiyox co tyogan bbiro loyi.,I would like to borrow these three books.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
oya ga. tyogan nabi lga kngyay so mwah mato.,Sure and remember to return them after three days.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
ini so sali mato na ccom mo.,You haven't returned me the eraser.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
wan mo biqan chesa la.,I returned it yesterday.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
cyo wayan oka ccom mo la.,"Then, why is my eraser missing?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
ona so wayan ksyoxan Pasang la.,Did you lend it to Pasang?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
ini mo baqi. Salay mo kmayan hiya.,I don't know. I will go and ask her.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
pksyoxay miso ccom mo ha.,I will lend you my eraser first.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"Komo, lokos khmay qani ga kinsyoxan so ni Piho ga?","Kumu, did Pihu lend you this coat?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"iyat,bnesan co ni yaya mo.","No, my mom bought it for me.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
zyanba ni Piho ga mtnaq cimo.,Pihu's coat is the same as yours.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"mqatong qa zyanba nya, ini ptnaq patas myan.","His coat is black, so our colors are different.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"Yaway, wan so ksiyox pila ni Pasang?","Yaway, did you borrow money from Pasang?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"oya, calay ga akay mo biqan coni hiya, mingi co maray pila la.","Yes, I was supposed to return to him today, but I forgot to bring the money.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
knwan qa biqon so?,"Then, when will you return the money?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
cogan qa biqon mo hiya.,I will return to him tomorrow.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"oya, kyalaw mo Pasang ga.","Okay, I will tell Pasang for you.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"qolit qani ga smi rangay criqon, pqocya hiya ga criqon psqolo ini ga pskakay, qani qa cbalay.",It is correct to catch mice through rangay and catch bamboo partridges through qjiulang.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"baq maha kya, nyan co m'oko la, pyanga ini co ciriq.",No wonder! I am mistaken and that's why I cannot catch any of them.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
nano mica sbaqay miso smi qa saying pciriq qani.,Then I will teach you how to set up these two traps.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
oya ga! talagay kinblaq! maha cqani lga baq co ciriq babaw nya la.,Great! I will be able to catch the prey in the future.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
"qroyox ciyan k'man qmayah la, osa magan soki kya sskwan, hata qmayah.",The grass in the fields is too tall. Go to the warehouse to take the sickle and let's go to the fields.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
cyan maki ino soki?,Where are the sickles?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"cyan maki bih na bloko, miyop so sskwan qaya lga ktalon so la.",It is next to the round basket. You will see it when you enter the warehouse.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"thoway magan, hboqay so nya. msngos soki qaca.",Be careful and don't get hurt. The sickle is very sharp.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
ktali qplay so mrosa mo qaca!,Don't step on my trap!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
cyan maki ino mrosa so?,Where is your trap?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
mrosa mo ga cyan maki iyik na khoniq qaca.,My trap is under that tree.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
cyo so qbaqon?,How do you remember?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"cyan mo ssyan patas cqani, mica qa qbaqon mo maki kya.","I make a mark here, so I know where my trap is.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"qani ga skoyo, lanay ta smi syax na gong pskoyo tqolih kya.",This is a fish trap which we put beside the river for fishing.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"oka skoyo myan cqani hiya, si cami pnep qolih hiya.","We don't have any fish traps there, so we catch fish with a fishing rod.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"ini co pnep hiya, sbaqi co cikay babaw nya ki?","I have never used a fishing rod before, would you mind teaching me next time?",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
oya ga! babaw nya ga psqon ta mosa mnep qolih.,Sure! Let's go fishing together next time.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
sbaqay miso pskoyo qolih babaw nya.,I will teach you how to make a fish trap next time.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"cyan miyoy boyax nnep so la, hay cya prom qolih la! nhay heci.",Your fishing rod is moving. Isn't the fish on the hook? Pull it up!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"ini na, lokah miyoy gone kaco qani. hetaw mo cqani nnep mo, osa thaca iso ragi co magan tara.","Wait, the ship is rolling heavily. I am here to pull the fishing rod and you should go there to grab me the net.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
het ro holoy cqani qolih. ragay miso hmit.,Pull the fish to my side and I will help you pull it up.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"tlagay kinblaq! piyox nagan ta, nyan so'on qolih yawa la.",Great! It is a bumper crop today with full fish baskets.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"nahay hata moyax, halay ta smapat maniq kya.",Let's go back immediately and share it with everyone.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
nyan mwah sesiy la.,The teacher is here.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"ta cisal loyi la, helax mtama kya cntman so.",Stop playing and quickly sit in your seat.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"swali co, mcoqi co tehoq la!","Sorry, I'm late!",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
helax miyop cka tkbaqan.,Come in quickly.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
pisa hngawan na ryax mwani coni?,What day is it today?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
"hngawan ryax mwani ga te magal ryax, mhngaw cyoxan, glox ta mosa mcisal haw!","It's Friday today, we have a day off tomorrow. Let's go out and play together!",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"oya, hata mcisal syax gong.",Great! Let's go to the riverside.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
pisa hngawan na ryax cyoxan?,What day will it be tomorrow?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"cyoxan ga te tyogan ryax na hngawan, qlyan cyoxan ga osa ta mcisal boro ki?",Tomorrow will be Wednesday. Let's go play ball tomorrow afternoon!,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
nano ptyawon so saniq cyoxan?,What will you be doing tomorrow morning?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"cyoxan ga hngawan na ryax, kingan ro yaya ga mosa cami Kyokay.","Tomorrow will be Sunday, I will be going to church with my mom.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
nyan so hmcwa la?,What's wrong?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"motaq co, mosa co stnxan.",I feel like vomiting. I need to go to the restroom.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
tkgil ciyal tonox mo.,I feel dizzy.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
si srapa mhngaw iso.,Lie down and rest.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"sesiy, mxal kto mo, osa co stnxan.","Teacher, I have a stomachache. I need to go to the restroom.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"oya, helax hayi osa.","Okay, go quickly.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
hoyay co mosa mima qba ga?,May I go wash my hands?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"ya kinga masoq mqwas la, nna cikah ro osa.",It's almost time for class to end. Wait a little longer.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"sesiy, mxal ciyal tonox mo, qlyan ga msina co hngawan.",It's almost time for class to end. Wait a little longer.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
"oya, pnbaq longan mbinah so moyax.","Okay, take care and go home.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,validate
"Sesiy, sina co hngaw te qotox ryax qa hngawan, mosa co pktayox Ising.","Teacher, I need to take a sick leave next Monday. I have to see a doctor.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"oya, klhangiy nanak he so.","Alright, take care of yourself.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
cyan ino Ciwas?,Where is Ciwas?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"mxal kto nya, cyan maki kya stnxan.",She has a stomachache. She's in the restroom.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
cyan ino Losing?,Where is Losing?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"Sesiy, mxal qolo ro qelis qba na Losing, wan mhnaw mwani coni.","Teacher, Losing has a sore throat. She took a sick leave today.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
hmcwa ini owah Sayon?,Why didn't Sayun come?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,test
cyan mkilox tonox nya.,She has a fever.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
pinbaqi co iso nanak.,Please introduce yourself.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
"Watan Silan lalo ma, mpox kawas mo mwani.","My name is Watan Silan, and I'm 10 years old.",FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
lalo mo ga Losing Moqo.,My name is Losing Moqu.,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
laqi na rok nono qa iso?,What ethnic group are you from?,FormosanBank/Corpora/ePark/XML/ep2_情境族語/Atayal/FourSeasons_Atayal.xml,standard,Four Seasons,sentence,train
