tsu,chinese,source,kindOf,dialect,row_type,split
"'o yatatiskova to hosa, betohʉeva poa kantoo neni ta tanivo, hoco acʉhʉ i'opo emʉm'ʉ ta evi.","家鄉的人們,終於被tanivu的心所感動,大家都一起加入種樹的行列。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo'so bitotonʉ ho acʉha 'pacohivi mʉm'ʉ ta evi, mico cocoya 'o foengo no 'e'evi ta hosa, poa yongho ci 'oyona.","因為tanivu努力教大家播種、種樹,家鄉的森林已經長出了幾百萬棵大樹,河水穿流而過,匯聚成了美麗的家園。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"'emo kaebʉ mʉm'ʉ ta evi ci oko no mamespingi, teozohi 'e iachi 'oyona, yaeza poa cohivneni ta mocmo ci maamespingi, 'e tonʉ ta maamespingi o'amo 'mahe ta haahocngʉ, yaeza peela poa yongho 'e sekai.","這個愛種樹的小女孩,改變了自己的家園,也讓其它婦女知道,女生的力量不會輸給男生,也可以讓世界更美好。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
mosola ei'mineno na niala ahoi maameoi ta yatatiskova? aʉmtʉ ngoveo ci mongtai eni.,人類的祖先是從哪裡來的?這是一個很困難的問題。,Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
inania ahoisi ta yatatiskova no na'no aoyosi mosola asonʉ nohoi ta liko.,"人類的祖先,最早應該是先出現在陸地上。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'e cikio na'nosino etʉpʉ, at'inghi 'o v'hona to taiheio mo man'i 'omo 'o'oko no sima.","地球上大多數地方都是海洋,但是在太平洋南邊有很多的小島。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
i'e oko no sima tan'e zoo asonʉ ataveisi na ohcola esmia no yatatiskova na eni.,這些小島應該是人類比較晚到達的地方。,Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"at'inghi ok'acimo bochio ci yatatiskova, moso maineno na hia ohtan'e 'e yatatiskova.","但是並沒有人知道,人類到底是怎麼到達這些地方的。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ok'a ci niala tposʉ ne noana'o, ho ok'a sasingki, 'ko'komo na'no ngoveo cohivi na seikaco ne noana'o.","古代沒有文字,也沒有照片和影片,所以我們現在很難瞭解古時人們的生活。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"lato miho yʉlʉi 'o niala emoo no noana'o, ho ito cʉehʉ no yatatiskova, ho i'olahe tititha seikaco ci ma'maica.","有時候我們會挖到一些古代的房子,或是人的骨頭,還是生活的器具。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"te peela i'mineni ta isi peiyafa ci 'ma'maica, ho cohivi na niala hia seikaco no yatatiskova ne noana'o.","我們可以用這些挖到的東西,來瞭解以前人類的生活。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mico, na'nosinoco af'oyʉ ho noana'o ci macocoma, hoco maezo na'noco kakotia.","然而,這些東西通常都很破舊,數量也不多。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"'e isin'a teongasi no nia yatatiskova ne noana'o 'omo atva'esi man'i, 'a i'omo h'oe'ea ta yatatiskova.","古時人們遺留下來,最多的,其實是人的語言。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"opena homo aezoho 'e e'e, at'inghi mo ahoi ne noana'o ho ac'ʉhʉ maitan'e moc'o asngʉcʉ nokolo.","雖然語言會改變,但是卻是從古代到現在都一直存在的。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mohcola ea kengkio ta e'eno yatatiskova, ohecola 'hakeng 'e yatatiskova ta sima, moso asonʉ ei'mi ta taivang ho noezoho.","有學者研究人們的語言後,發現這些島嶼上的人們,應該是從臺灣遷移出去的。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"na nia yatatiskova no aoyosi,homo mita etʉpʉ ho noezoho, la yonto 'apangʉ ho hafa 'ote peela titha ci yoansoo ho cacʉfea.","從前的人們,在海上遷徙時,會在船上帶著有用的動物和植物。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"pantomo maezo kengkio tomo mav'ov'o ci cacʉfea, ohco cohivi hoisi h'oi'mia noezoho 'e taivang.","也有人研究這些植物的種類,發現臺灣是遷徙開始的地方。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"na niala mamameoito mosola smo'apang ho biepiini nomo faeva ci ceoa, ohtomo songoveoa sʉc'ʉhi ta sekai ci 'oyona.","我們的祖先乘船在海上找尋新的土地,到了世界上最難到達的地方。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo totiski to kazang ho ok'a ntʉha no faeva aezoho 'o ceoasi, isi yaeza 'pa'sʉsʉfti to nia maameoito tetola ok'a ntʉha no piepiini nomo faeva.","就像火山會不斷製造新的土地一樣,我們的祖先也教導我們要不斷追求創新。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ne yofna, te pei'i 'o ino, isi aiti homo ok'a fcoyo, isi mi'osni 'o pasoya ho yainca: "" tekon'aso to'osni a'o ho mhia fcoyo? ""","傍晚的時候,媽媽要煮晚餐,發現沒有蛋了,就對Pasuya說:「幫我買一些蛋好嗎?」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
toocosi ta pasoya: neno nala mhia fcoyo? yot'inga ta ino ho yainca: mo yonto pae'ohsa to ngkoo 'o momhino.,Pasuya問:「哪裡有賣蛋呢?」媽媽回答說:「學校旁邊的商店就有賣。」,Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"yainca ta pasoya: "" ma zooeno, te'o ohne'e ho mhia fcoyo. ""","Pasuya說:「好,我去幫妳買蛋。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"mico ohto momhino 'o pasoya, ho yainca 'o t'haoke:"" t'haote, te'o mhia fcoyo. tocosi to t'haoke ho yainca: te pio na teko phimi ci fcoyo? ""","Pasuya到了商店以後,對老闆說:「老闆,我要買蛋。」老闆問:「你要買多少蛋呢?」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yainca ta pasoya: "" tesi titha pei'i no yofna to ino, tec'o poa kakotia 'e te'o phini, faeni to t'haoke 'o peiso hoco emomaine'e. ""","Pasuya說:「媽媽煮晚餐要用的,先買一點就好。」他拿了幾個蛋,給了老闆錢就回去了。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"esvovei to emoo 'e pasoya, akameosʉ mici ohto tote'ia, ho teongasi to taico 'o fcoyo.","回到家裡,Pasuya突然想上廁所,就把蛋放在客廳。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo ohto momhino 'o voyo, mo mici mhia fcoyo, ma isi co'so psʉepʉngneni 'o fcoyo, 'ko'ko mico ohto emoo to pasoya, ho mici yoevaho no fcoyohe.","voyu到商店去,原本想要買蛋,但是蛋都賣完了,所以她到Pasuya家,想跟Pasuya他們借一點蛋。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"o'aisi elʉa to voyo 'o pasoya, isico yaa 'o fcoyo.","voyu找不到Pasuya,就先把蛋拿走了。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yot'ingi 'o pasoya ho yainca: "" mo yonto taico 'o fcoyo, 'ateko no iachia yaa? ""","Pasuya回答說:「蛋在客廳,你自己去拿一下好嗎?」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mo ohta taico 'o ino, o'ai'o elʉa na fcoyo, ho i'vaha toocosi: "" o'a os'os'a elʉa na fcoyo. mo yoneno na iko phini ci fcoyo? ""","媽媽到客廳,找不到蛋,又問:「我找不到蛋,你所買的蛋在哪裡呢?」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"emo'ono 'o pasoya ho mainca: "" maene! ma ihe peo'eoza 'oi'o phini ci fcoyo! ma sia namo meo'eoi to i'o phini ci fcoyo? ""","Pasuya過來,說:「天啊!我買的蛋被偷走了!到底是誰偷了我的蛋呢?」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"mo ohta emoo 'o voyo, ho mainca: "" inoconi, 'o i'o yoevaha ci fcoyo ne soni. te'o e'vovei ho yooveineni. ""","voyu來到家裡,說:「阿姨,我剛跟妳們借走一點蛋,現在拿來還了。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yainca ta voyo: "" o'as'a a'o namo mhino ta fcoyo, mo fʉecʉ'ia 'o i'o phinineni to ino'o ci fcoyo, i'e os'o yaa ci fcoyo mo asanasna hof'oya. ""","voyu說:「這不是我買的蛋啊,我幫媽媽買的蛋是白的,你拿來的蛋卻是黃色的。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"yainca ta voyo: "" i'o iko phini ci fcoyo isico pei'i to ino'o, mo seolʉano mefcoyo 'o moskoʉ mia, 'ko'ko mi'o mahafo ho yoveineni. ""","voyu說:「你買的蛋被我媽媽煮了,我家的母雞剛下了蛋,所以我拿過來還。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"cocvo 'o ino ho yainca: "" teno kozo, amiocni na'a teto toehongo bonʉ. ""","媽媽笑著說:「沒關係,留下來一起吃飯吧!」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo botngonʉ 'emo esmi ta emoo ci ma'o'oahngʉ.,今天家裡來了好多親戚。,Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
te ohta emooto 'o tanivo maitan'e.,今天tanivu要來我們家裡。,Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yainca ta pasoya,"" ino te'o to'ono.""","pasuya說:「媽媽,我來幫忙!」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yainca ta pasoya mic acʉhʉ smooyo'ho? 'amico acʉhʉ yontan'e!,都準備好了嗎? pasuya說:「全都在這裡了!」,Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"ci aemo'aoc'o meoi no mʉchʉ, mico ngangcʉngcʉ 'o chomo ta ecoo.","突然開始下起了大雨,池塘的水都滿了。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yainca ta pasoya tetoco e'ohʉ!,pasuya說:「我們出發吧!」,Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yainca ta pasoya na'no ʉmnʉ! teto hafa main'e 'e tanivo.,pasuya說:「太好了!我們要帶tanivu回家!」,Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo yoneno 'o tanivo?,tanivu在哪裡?,Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"pasoya 'o ongko'o, zoo hahocngʉ a'o. mi'o mici aʉsvʉtʉ mooyai yʉteʉ.","我的名字叫pasuya,我是男生。我想學織布。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"yainca to ino: o'alas'a mooyai yʉteʉ 'e hahocngʉ. mi'oc'o tongeii, o'ami'os'a mooyai yʉteʉ.","媽媽說,男生不能織布。我只是在採苧麻,我沒有在織布。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mi'oc'o meoskisi ta ngeii, o'ami'os'a mooyai yʉsʉ.","我只是在刮苧麻,我沒有在織布。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yainca to ba'i' o'alas'a mooyai yʉteʉ 'e haahocngʉ.,"奶奶說,男生不能織布。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"os'oc'o asocia, o'ami'os'a mooyai yʉteʉ.","我只是在捻線,我沒有在織布。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
os'oc'o ekoyongveni 'e teesi o'ami'os'a mooyai yʉteʉ.,"我只是在繞線,我沒有在織布。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yainca to amo i'oc'o maamespingi 'ola mooyai yʉteʉ.,"爸爸說,女生才可以織布。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"i'oc'o pei'i 'si teesi, o'ami'os'a mooyai yʉteʉ.","我只是在煮線,我沒有在織布。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"i'oc'o poa tatposa si teesi, o'ami'os'a mooyai yʉteʉ.","我只是在染麻線,我沒有在織布。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
i'oc'o toniovi si teesi o'ami'os'a mooyai yʉteʉ.,"我只是在洗麻線,我沒有在織布。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"i'oc'o poei si teesi, o'ami'os'a mooyai yʉteʉ.","我只是在曬麻線,我沒有在織布。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"tesi ahtaote yainca to inoconi, o'alas'a poa moyai yʉteʉ 'e haahocngʉ. mi'oc'o baito tomo toehongo mooyai yʉteʉ, o'ami'os'a mooyai yʉteʉ.","阿姨一定會說,男生不能織布。我只是在看大家織布,我沒有在織布。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
"mi'osni to'oisasang, ho mainca: "" le'ongteng no tolako? pano ahto le'ongteng no tolako tan'e, moc'o cihi ci mamespingi simo tohpako ta ve'to. ""","醫生看了看,說道:「卡車司機?這裡沒有卡車司機啊,只有一個女人躺在病床上。」",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"zoo pasoya 'o ongko'o, zoo hahocngʉ. a'o mi'oc'o mici momaemaezo ta vongka ta coo.","我的名字叫pasuya,我是男生。只是想學習鄒族的文化。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"i'e toomoko ci oatang isi cohivi 'o tonʉ to maaya, akoevano poa yocngihi 'e soezopʉ, te eoteoteozo to maaya. isi faeni to maaya 'o losing ci okosi. ho teai holeo, ho yookio to maaya ho poa tmopsʉ 'e losing. ahoi ne mio ohco toezohi ho poa oakai savoloo.","頭目Watan意識到日本政府的強大,為了族群的延續,他選擇和日本人妥協。他將他的兒子Losin交給日本政府作為人質,並要求日本人讓Losin接受新式教育。從此,Losin改名為渡井三郎。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"i'e savoloo mo na'no meemealʉ tmopsʉ, ne mio moso yotomo someoi no 'oyona tmopsʉ ho aʉsvʉtʉ no 'oisasang, mohco tmaepʉngʉ ta 'oyona tmopsʉ, hoco 'oisasang.","三郎是讀書很厲害的學生,他在當時的最高學府學習醫術,並順利的從學校畢業,成為醫生。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"moso yoovei ne foengo 'e savoloo ne mohco socongio, ho ohto mahohosa ho ao'to'tohomʉ, ho ma'cohio tola hia ao'to'thomʉ.","畢業後,三郎回到山上,在各個部落幫族人們醫病,傳授醫療知識。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"mohco tomtoeha 'e savoloo mevcongʉ tomo ʉmnʉ ci mamespingi no maaya. lasi iepoepohneni ta savoloo 'e vcongʉsi, ho saicʉha mimimia 'e mahohosa ta taivang ho ao'tothomʉ.","30歲的三郎,入贅日本名聲良好的家族。三郎的妻子與他一起,在台灣各個部落行醫。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"i'e savoloo la ao'totkomʉ tasin'a mi'osni 'o soezopʉ ho o'te poa yopa kozo 'e soaezopʉ, ho m'ea kengseco, ho poa aezohoa 'e 'oyona.","三郎除了替人治病,協調政府與族人之間的衝突,並向政府爭取部落建設,改善部落的生活環境。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"isi ocia poa ta'oivaneni ta seifo 'e soezopʉ no coo, ne mio, oho atva'esano so'eoseolʉa ci coo ta taivang.","他深得原住民族群與政府的信任,在當時,他是台灣非常有威望的原住民。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"moso 1949neng ne mohco esmi ta taivang 'emo faeva ci seifo. isi yaincano 'tohʉngʉsi ta oakai savoloo tehe asona fii no heiva 'e yatatiskova, ne mio 'e oakai savoloo mico toezoho no poa lingloechang.","1949年新的政府來到台灣,渡井三郎認為新的政府會帶給人民和平和希望,因此,他也從渡井三郎改名為林瑞昌。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ne moso 1947neng panto oho teesni ta taivang. osi potani 'e soezopʉ honci i'opo nonte yopa kokozo, oheco psoyom'a ta seifo 'o ongkosi.","1947年二月,台灣發生鬥爭。為了保護族人,他說服族人不要參與鬥爭,受到縣政府表揚。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"akoevano poa ohsohcoa na tela kengli ta soaezopʉ, mocola ahoi i'opo tola hioa ta seifo, moso ih'ono coo ci soongi'ing. ta taimang.","為了提升原住民族群的權益,林瑞昌晚年開始參與政治,他是「台灣省臨時省議會議員」唯一的原住民。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"la bitotonʉ m'ea to'osni ta seifo ho poa ohcohco na seikaco ta coo. maitono m'epohngo no i'opo tola hioa ta seifo 'e coo, m'ocmʉfeʉ ta coo no tenala meelʉ yaahioa ci coo.","他積極向政府爭取,讓原住民可以有更好的生活。例如,增加原住民參與政治的機會、培養原住民族人才等,許多要求。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
"i'o amo ta lingloechang ohe peobanga ne mohco koosang 'o maaya. osico peihsoski 'o niala hioa ta amosi, mooteo no cono hie ho hafa yoovei no hosa 'e soezopʉ.","當年林瑞昌的父親和日本人妥協的時候,部落被迫遷離。而他繼承父親的遺志,期盼有一天,可以帶著部落的人重返故鄉。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
i'e lingloechng mo mi'osno ta seifo ho m'ea yooveineni 'e toci ta hosa. o'aisi tiyova ta seifo.,"林瑞昌向政府請求恢復部落,歸還故鄉土地。這個請求被政府拒絕。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"at'inghi o'amo ake'i ngoheʉngʉ, openahomo poetataso 'e seifo, mioc'o bipoponʉ m'ea kengli ta coo, ho yookio no yooveineni 'e toci, ohe aiti ta seifo 'e peipeis'aosnosi matehe opcoza ne moso 1954neng.","但他一點也不畏懼,在政府強勢作風下,依舊替原住民族群爭取權益,請求歸還土地,他的作為引來政府的關注。最終,他在1954年被政府處決。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"ohela yainca no h'oehangva ta pioma moso yayo no fato ho pcokngʉ. no ahoisi. namo yayo no fato ho pcokngʉ, moso yopevai hoco ianan'oo no hosa.","傳說卑南族的祖先是從石頭和竹子誕生。從石頭出生的人和從竹子出生的人,各自形成自己的部落。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"namo yayo no fato, mo na'no taso ci hosa, lahe aʉt'ʉca 'e ceoa ta hosa tan'e, la mofi to 'oanʉ 'emo nocmo'o ci hosa.","從石頭生下來的人,他們的部落非常強大,他們控制著這片土地上的部落,附近的部落都要進貢食物給他們。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
"at'inghi namo yayo no pcokngʉ, ci hosa, 'anaihe ocia yovahi no 'oanʉ 'emo yayo ta fato, mohcola i'hoi no yo'sosoyomo. ataveia atpʉta 'emo yayo no fato, mohcola apaevai ohne nangvo.","但是竹生的部落,不願意再將食物交給石生的部落,雙方引發戰爭。最後石生的部落戰敗,一部分的族人向南遷徙。",Formosan-ePark/Final_XML/ep3_繪本平台/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
