dru,english,source,kindOf,dialect,row_type,split
ki 'ing,dress,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
to'i,belly band,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
liding,men's earring,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
liding,women's earring,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
inamay,netting needle,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mompi,women's long pant,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
lrekelreke no valray,boehmeria thread,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
sangirakelrana,makeup and accessories,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kaki 'inga,traditional blouse,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
twane,traditional skirt,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
alay,baby carrier,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kadray,men's mesh bag,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
valray,vegetarian linen thread for weaving,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
seredre,scrape ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
karadare,bamboom back basket,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
balrako,round bamboo basket,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
laceng,green vegetable,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
doray,glutinous rice,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tawiyo,soy sauce,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
ce'era,indica rice,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
eca,rice bran,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
athang,dog bark,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
kiyalalra,it is said...,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
'alang,get married,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
niyama,come here,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
langai; lwangai,buy,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
labwale,run (imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
satedre,see a visitor out,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
adavace,get rid of...,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
takosiyoli,turn back,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
alibata,get out of the way,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
toa 'a lra 'alra na lregelrege,along the mountains,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kidreseng,call for,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
talrebalre,crossing the stream,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
dadavace,take a stroll,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
thalaza,chase after,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
adali,catch up,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tholidri,slip off,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
si soko,carry (e.g. with umbrella),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
si ki 'ing,put on,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
si talro'ono,wear,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
elebe,"shut (e.g. door,window)",Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kelanga,have been here before,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
loceele,look like...,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mwlatadre,go out,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
twakainena,sit down,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ronono,bend over,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
dameke,punch (e.g. people),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
gacegace,scratch itching,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tharatakanga,lie down,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
watokotoko,smash to pieces,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
angeale,carry on one's shoulder,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
thigai,roll down,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
lradrang,bump into,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tribi,cut open,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
evege,tie it up,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
gemegeme,hold it,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
dre'ete,hold down,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
agoco,pull out,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
domolo,pile up,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
dre'ete,hold it down,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
gacegace,scratch and itch,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
gemegeme,make a fist,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
be'a,peel (peanuts; beans),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
talrobalre,wade across the water,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
walralra,hunt and capture,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
odra'ale,trample on,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
lrakedale,cross over,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
gacivalre,pry open,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
drisisi,rub (e.g. lipstick; paint),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
sodaliki,lean on,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
cicigiya,lie on the side,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
thiyabemwalra,cut off,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ronono,lower your head down,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mobakolo,peeling the bark of a tree,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
ronono,squat down,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
idiya,stand up,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
the'ethe'e,suck in,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
kwatholra'ay,get burnt,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
torokodro,have breakfast,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tokodrali,have lunch,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tokwaobo,have dinner,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
madradreseng,come across,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
marimoro,forget (imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
memeca,close eyes,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
sabali,smell (as in smell),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
'igisi,touch (as in touching the body),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
walikaikace,open your eyes,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
athingathingale,teach (e.g. teaching someone to write),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
mathalralray,love and care,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
li'ethele,sort out,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
angidrakale,get up,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mwanga,good-bye (say good-bye to each other),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
thalrakwala,lie down,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
waga,cook (rice/meat/yams),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
li'ethela,"pack up (imperatives, as in pack up)",Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
'akameale,dry up,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
'aledra,shine/light up,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
soromon,fishing for fish and shrimp by cage,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
olralidring,steam (as in steamed rice),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
twa'oy,make a fire,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
balreng,pickle (imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kado,take care of,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
moca'ebe,lift off (as in lift off the lid).,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
trahetrahe,lock up,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
sa'a,make the bed,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
leseme,burn (as in burning the hair of prey),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mobiya,leaf stripping,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
ai'ithirolo,urge urination,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kelrai,hang (Imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
wangeange; macaeme,pain,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
makatatodroy,doze off,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ki'alang ki bazabaza,marry to a non-ethnic clan member,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
matiyakoro,poor thing,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
ranakanga,fragile (e.g. this wire is prone to breakage),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kadrowana malreme,unripe,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
masarovasivi,tall and thin,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
makeceng,very hard,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
hamesere,sour smell,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
madireseng,fully wetted,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tara miniya,certain,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
mwangatradre,split open,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
lri'esai,overflow (like water overflowing),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
'acaciboko,mix sth. with sth.,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
angitokadre,crumble (of scree slope),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
cili,throw away,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
yakai,there are...,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
drakale,set up,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
sila'etangilisiya,pick on,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
asi 'i,number (calculation),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
maelanenga,thank you,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
sikaino,you're welcome,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kadro kiyatoma,it's okay,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
kadro kiyomaw,don't,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kadro kalalekete,can't,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kadrowa,none (negative of possession),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
ki;kai,don't (for the imperative),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kadro thingale,don't know,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kaiyasa,in the process of (doing something or happening),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kwasa,just now,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
tobekela,a little,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
nawana,temporary (leave for a moment),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
kadro miyakaikai,never,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
kadro.. mikai,shouldn;t,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,test
iniya,really (auxiliary verb),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
wa'ong,whole day,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,train
amani,(used in a question),Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Eastern_Rukai.xml,standard,Eastern,sentence,validate
mngesle ksesanɨ,eleven,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
mngesle kdrosa,twelve,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,validate
mngesle ktolro,thirteen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
mngesle kthipite,fourteen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
mngesle klrima,fifteen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
mngesle kenɨmɨ,sixteen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
mngesle kpito,seventeen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
mngesle kvaro,eighteen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
mngesle kvangte,nineteen,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
mposle ksesanɨ,twenty one,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
mposle kdrosa,twenty two,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,test
mposle ktolro,twenty three,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,test
mposle kthipte,twenty four,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
mposle klrima,twenty five,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
motolrolo ksesanɨ,thirty one,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
sessa na ɨdé,one hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
drosa na ɨdé,two hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
sessa na kozolo,one thousand,Formosan-ePark/Final_XML/ep2_學習詞表/Rukai/Maolin_Rukai.xml,standard,Maolin,sentence,train
