tao,chinese,source,kindOf,dialect,row_type,split
"mangap ka so kekezdas, tamangey ta do orata, yamatamek rana.","田裡的草太長了,你去拿鐮刀,我們去田裡。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ajin moni payan so kekezdas?,鐮刀放在哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya myan do katangked no yala, si somdep ka am alilin na cita.","在簍子的旁邊,你進去倉庫就會看到了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"meypepezat ka, tayamatarem o kekezdas.",小心。鐮刀很利。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
a ji nayanan no mo panlilitan?,你的陷阱在哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yamyan do teyrahem no kayo.,我的陷阱在那棵樹的下面。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
moni ma nakem ori?,你怎麼會記得?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"yamyan so koni singkad jya, ori ko ipakateneng do nayanan.","我在這邊有做記號,我知道我的陷阱在哪裡。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"oyam ipanakep so a mong, ya pangain do oyo.","這是魚筌,我們放在溪邊捕魚。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yabo jyamen o manpoy a ipangap so among, tanamen mamasil no pakow yan.","我們那邊沒有魚筌,我們都用釣竿抓魚。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"namen pa jya ni mamasil, sipisa am nanaon mo yaken.","我沒有用過釣竿,你下次教我好嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, nosipisi am, meyhezata mamasil.",好啊!我們下次一起去釣魚。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya mey gonagoney o pakowyan mo, vaozen mo, ta nanyakan no among.","你的釣竿動了,是不是有魚上鉤了!你快拉起來。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"sitai, tayameygona goney avang, tokong yan jya am ngingit sya.","等等,船太晃了。我在這邊拉釣竿,你去那邊幫我拿網子來。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"a pen mo jya, ta sidongen ko imo am lolo sya.",你把魚拉到我這邊。我幫妳拉起來。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"yatey ya pyasicirow ya, ni mapno o karey ta no among.","太好了!今天大豐收,魚簍都裝滿了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"molitana, kavonong ta sya jira.",我們快回去和大家分享。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yana mai o sinsi.,老師來了。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"jikamna mialilima, lisna kamna do ezsadan.","不要再玩了,快坐在座位上。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"akokay, a ya koni mipahaay!","抱歉,我遲到了!",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
key asdepey.,快進來。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
yana sincici sicyaraw?,今天星期幾?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"sinci 5 sicyaraw, ya miwalam simaraw, miyowyaw ta an!","今天星期五,明天放假,一起出去玩吧!",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
noon! mangay ta do pais no ayo.,好啊!我們去河邊。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya sincici simaraw?,明天星期幾?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"sinci 3 simaraw, mibozo ta simakoyab an!","明天星期三,我們明天下午去玩球吧!",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ikongo vazay mo do pepnezak simaraw?,你明天早上要做什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"niciyo simaraw, yamen mi-ina am, yamangay do kyokay.","明天是星期日,我要和媽媽去教會。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ko akmi ya mowtowta, ko mangay do o bowbotan.","我想吐,我要去廁所。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
yama ood oo ko.,我頭好暈。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
pi walam pa.,你趴著休息。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"sinsi, ya meyngen velek ko, mangay do o bowbotan.","老師,我肚子痛,要去廁所。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, angay.","好,快一點去。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
apiya ka pavanaw ko?,我可以去洗手嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yana makaykai rana miwalam, citai na am mangay ka.","快下課了,等一下再去。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"sinsi, ya meyngen oo ko, miwala ko simakoyab.","老師,我頭好痛,下午要請假。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"sinsi, miwalam ko simaktey sinci 1, ko mangay do koysang.","老師,我下禮拜一要請假,我要去看醫生。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, makapiya ka so kataotao.","好,保重身體。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ajin nayanan niMatnaw?,Matnaw在哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya meyngen velek na, ya amyan do obowbotan.","她肚子痛,她在廁所。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ajin nayanan niKaswal?,Kaswal在哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"sinsi, yameyngen tetehnan na niKaswal, ya miwalam sicaraw.","老師,Kaswal喉嚨痛,今天請假。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
na jini mai niMatnaw?,Matnaw為甚麼沒來?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya mazidangdang.,她發燒了。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ajin monikapoan!,請自我介紹。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ngaran ko, Si.NGazamo, sicyawan am, ko asangernan so kakawakawan.","我叫Si.NGazamo,我今年10歲。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ngaran ko Si.NGazamo.,我叫Si.NGazamo。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
anak do ajin a yancominco imo?,你是哪一族的小孩?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
anak no tao do pongso ko.,我是達悟族的小孩。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
kanyo madadaya saka vahay ya yancomin?,你的家人都是原住民嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
noon namen mamimin na Tao.,"是的,我們全家都是達悟族。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"beken, tao do pongso si.yama, dehdeh si ina.","不是,我的爸爸是達悟族,我的媽媽是漢人。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
sino anak imo?,你是誰的小孩?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
anak na yaken snyaman Mangai.,我是syaman.Mangai的小孩。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
syama mo ito? yana apira kakawakawan na?,那位是你爸爸嗎? 他幾歲了?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
syamamo ito? yana pira o kakawakawan na?,那位是你爸爸嗎? 他幾歲了?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"beken, iyam rarakeh do ili namen, yana waongernan so kakawakawan na.","不是,他是我們部落的耆老,他80歲了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya rako wawang no kakawakawan na jimo nikaka mo a meakay?,你哥哥年紀比你大很多嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya apira mo ka karangan?,你身高多少?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"tana mownay jini misinkad, kakmi ya nimipakarang?","好久不見,你是不是長高了?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"nonan, kona atlo a ngernan asapoo so kakarakarang.","對阿,我130公分了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
kakmi ya nimipatava?,你是不是胖了?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"jyabo, yamalas mo citan sya.","沒有,你看錯了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka nimi pagozang?,你瘦了嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"jyabo, ko nimi patava.","沒有,我胖了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ka nimi patava?,你胖了嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, ya atlo angernan ko karehrehmet.","對,我現在30公斤了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ko kalaen sinsi do da pivazayan.,我要去辦公室找老師。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
Maomay! kamangay jino?,Maomay要去哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
na mangay pipwa o ibeybek.,他要去丟垃圾。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ajin nayanan niMaomay?,Maomay在哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya amyan do mibebneng a pilwawatan, citaina am ya minenenet a milwawat.","他在游泳池,他等一下要比賽游泳。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ajin na yanan niMatnaw? citaina am ya minenenet a malalayo.,Matnaw在哪裡?她等一下要比賽跑步。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mikehzata mangay do pialilima an.,一起去操場吧。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"mangay ko pa manazang so kanen do mararaw, citaina am kalaen ko imo.","我先去買午餐,等一下去找你。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mikehzata aviten o kanen ta!,一起去抬便當吧!,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"pikala so tao, ko kalaen sinsi.","你找別人,我要去找老師。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
Maomay yami nenenet manpokpok sicyaaw so bozo?,Maomay今天要比賽槌球嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"jyabo, ya minenenet mililiktaw.","沒有,他要比賽跳高。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
simiwondokay am ka mangay minenenet?,運動會那天你會上場比賽嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"nonan, ko malalayo.","會阿,我會比賽跑步。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
ko minenenet mipopokpok so bozo.,我會比賽槌球。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ikongo vazay tamo simiwondokay?,我們運動會那天要做甚麼?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
namen milololo so ovid.,我們要比賽拔河。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
simiwondokay am mipanazang tamo so kanekanen?,我們運動會要賣食物嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"jabo, namen mipanazang so avyoten a bozo.","不,我們要賣氣球。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"kani makahap so icibang, ka teywaraya!","你獲得了第一名耶,真是厲害!",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya amyan syakes ta do vahay?,奶奶在家嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya amyan, yamikeh do vahay.","在,她在房間睡覺。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"jyabo, na kapa kowbot pa, simaep am nayai.","不在,她剛出去了,要晚上才回家。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya amyan syakay ta do vahay?,爺爺在家嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya amyan do mivava a kadoa no vahay, angaz am kala sya.","他在二樓,你上去找他吧。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya amyan tao do vahay?,有人在家嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"Kaswal? yana mownay jini macita imo, ka papiya?","是Kaswal阿,很久沒有看到你了,你好嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
yapiya! ko kalaen imo paciwalaman.,很好啊!我來找你聊天。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
anjn nayanan niyama mo?,你的爸爸在哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya amyan do panonotongan mapasisit so yasay, panci ko siya an?","他在廚房炒菜,我去叫他,好?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ajin na niyangayan ni Matnaw?,Matnaw去哪裡了?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
ya mangay manakep so manok.,她去 抓雞了。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yakay, mo na nimai","爺爺,我們來了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"jiabo akay nyo do vahay, ya amyan do akaon, amyan kanyo do vahay mapa nanala siya, an?","你們的爺爺不在家,他在田裡,你們在家等他回來吧。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
maran! ka nanimai!,叔叔你來啦!,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ya mownay jini macita, ka nimipakarang.","好久不見,你長高了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
masaray macita imo a nimai.,看到你來真開心。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"o pinapo ya am, ya itoro jinyo, pangay nio do pangarerekmehan.","這是給你們的鳳梨,要放到冰箱裡。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ka na mownay jinimai, ko ipanci inyo ya koman.","這麼久沒來,我叫大家一起來吃飯。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"jimoa rawtan, to kona ngiyop so cinwat, mangay tamo dosdepan miwalam.","不用麻煩了,我喝水就好,我們來客廳聊天。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"ayoy nakem mo jyaken, ko na mangay.","謝謝你的招待,我要回去了。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"apen mo paya o manok an, yabo ko itoro jimo.","這隻雞給你,沒甚麼東西好送.",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
simaraw do makoyab am misinmota an?,我和您約明天下午好嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon, ajin pisinmoan ta?","可以,我們約哪裡見面?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
mangayta do pivatvatkan an? namen miloin.,我們約學校好嗎?我們要錄影。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"yapiya citaen do ili namen vonitan a misavong, simisavong rana am, kalaen mo yaken!",我們部落的野百合盛開很漂亮。等花開的時候你來找我吧!,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"simangay rana do amyan sawnam, teymownay rana.","那要等到冬天,太晚了吧!",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
"a simivaci am, mai ka!",那你小米祭的時候來吧!,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
noon! ko kakdain!,好啊!我很期待!,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"ko ipaci jimo am, mo ipivahay do ili.",請問你為甚麼要搬回部落生活?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,test
ko mangay mapivatvatek.,我要回去教書。,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
a mo jingyani do karowan tao a mapivatvatek?,為甚麼不在都市教書?,Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"noon ta ko ikapaw o pongso namen, inaoy ta masidong ko o ili namen.","因為我懷念我的故鄉,也希望能回饋部落。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,validate
"ka mateneng tominon, sino ninanao imo?","你很會織布,是誰教你的?",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
"siyakes, iya am, nimateneng na tominon do ili namen.","是我的奶奶,她是我們部落最會織布的人。",Formosan-ePark/Final_XML/ep2_情境族語/Yami/Yami.xml,standard,UNKNOWN,sentence,train
