ssf,chinese,source,kindOf,dialect,row_type,split
"Qarbash minra'iniza, moshaiza thitho a taon motosi Tai-paak malhkakrikriw.","Qarbash長大了以後,離開家到台北去工作。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Qarbash itosi Tai-paak minthao maposhaziza wa kawash, mangqtoqto thitho sa kataonan a wazaqan.","Qarbash在台北生活了二十年,他很想念故鄉的海。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ina mzai: ""mino kafazaqin sa tia-nao iako zain Anai, mathoaw ma'ania thitho?""","媽媽說:「電腦怎麼知道我叫作Anai,它那麼厲害?」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Anai mzai: ""ya to soma ya mosaran in'aoraan thitho ya motaon.""",Anai說:「他有時候出門就忘了回家。」,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"Anai mzai: ""noma miazaiwan thitho a ato, anto shnoron thitho.""","Anai 說:「甚至連他的狗,他都不認識了。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"apora'in mzai: ""Qarbash, itiza iho? mino iako anto qa ya shonoro miho a shaqish, Qarbash?""","阿公說:「Qarbash,你回來啦?我怎麼會不認得你的臉呢,Qarbash?」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"thaithoy latosha mapariqaz, mosoon mathathawa.","兩個人看著對方,一起大笑。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
lhkanantoa bakbaki? bakbaki lhkawathan a itmaz. wathan ia'ianan bakbaki lhkananai.,青蛙住在哪裡?青蛙住在池塘裡。池塘是青蛙居住的地方。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"qali makitmahnar, wathan a sazom lhqalhiwiza. bakbaki mzai:"" tilhaz mathoaw mahnar. foraz mahaziwhiw, mongqtha iamin mosoi foraz ioto.""","天氣愈來愈熱,池塘的水都乾了。青蛙說:「太陽太熱了,月亮很涼快,我們搬到月亮上去吧。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
bakbaki amogqtha sa taon.,青蛙要搬家。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
noma sa kalawan bakbaki? bakbakli amosoi foraz a fafaw. foraz ia'ianan sa bakbaki amotanto.,青蛙在做什麼?青蛙要去月亮上面。月亮是青蛙要去的地方。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
bakbaki mashoriza.,青蛙肚子餓了。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
bakbaki noma sa kalawan? kmaan sa bakbaki. noma sa kaanin bakbaki? bakbaki kmaan sa rikish. rikish sa bakbaki a kakaanin.,青蛙在做什麼?青蛙在吃。青蛙在吃什麼?青蛙在吃蚊子。蚊子是青蛙的食物。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
bakbaki maqiriz.,青蛙累了。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
noma sa akalawan bakbaki? bakbaki amalhos. bakbaki a'intoa malhos? bakbaki isai ribosh a mabraq malhos. ribosh a mabraq ia'ianan sa bakbaki malhos.,青蛙要做什麼?青蛙要睡覺。青蛙在哪裡睡覺?青蛙在樹洞裡睡覺。樹洞是青蛙睡覺的地方。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
mo'apawiza tilhaz,太陽出來了。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
minakanantoa tilhaz ya mo'apaw? minakatosi hoya wa hodon mo'apaw. hoya wa hodon ia'ianan sa tilhaz ya mo'apaw.,太陽從哪裡出來?太陽從那座山出來。那座山是太陽出來的地方。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"bakbaki mzai: ""mathoaw tilhaz mahnar, mohiaw iamin motanto foraz.""","青蛙們說:「太陽太熱了,我們趕快到月亮上去吧。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"manaraosiza tilhaz, mahomhomiza, bakbaki anto shmaqto foraz.","太陽下山了,天黑了。青蛙沒有看到月亮。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"pashpora montaraw qmosaz, wathan a sazom maponishiza.","突然開始下起了大雨,池塘的水都滿了。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mokaktoniza qmosaz, mo'apawiza foraz.","雨停了,月亮出來了。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"bakbaki mriqaz sa wathan a foraz, mathoaw ma'alaha mzai: "" motosi ita foraz!""","青蛙們看到池塘裡的月亮,開心地說:「我們到月亮上了!」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
az'az a bakbaki mashtay malhintaz mimparaw mosai wathan a foraz a fafaw.,全部的青蛙都一起跳到池塘裡的月亮上。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
itia latata wa mriqariqaz shiz a shinshii patong'o-to-bai shantoroz sa soma tata wa o-to-bai.,有一個醫生騎車在路上撞到另一台摩托車。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ayozi mzai:"" ba, iho inai malhkakrikriw, panbalabalay, iako mani inai malhkakrikriw.""","男人說:「你在這裡工作啊,真巧,我也在這裡上班耶。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ayozi anto miakoza ya riqazan, shinshii palalawa thitho ofafaw faroqoz pashtiro sa X malhias smoqom.","男人看起來沒什麼問題,醫生要他上樓去照X光檢查。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"mriqariqaz shiz a shinshii mangqto dai amotaon pangqa, kanoniza ho-soo mzai: ""miabariz ianan tata wa patongkh-aa barimbin a thao si-angin dai, saasiniza mriqariqaz shiz a taon to ikahi, shdoo shinshii iahalawan mindahip mriqaz?""","醫生想要請假回家休息,但是護士說:「隔壁有個卡車司機受傷,剛剛送來醫院,請醫生先幫忙看一下好嗎?」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shinshii mriqariqaz, noma mzai: ""patongkh-aa barimbin a thao? oka sa patongkh-aa barimbin a thao inai, moqay tata wa binanao'az miataknar isa laqop.""","醫生看了看,說道:「卡車司機?這裡沒有卡車司機啊,只有一個女人躺在病床上。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"isa laqop a binanao'az mzai: ""iako to ikahi patongkh-aa barimbin shantoroz sa tian sinay a qros, shdoo palalawawan oho shinshii monai mriqaz iakin?""","床上的女人說:「我剛剛開卡車撞到電線桿,妳可以去請醫生來幫我看一下嗎?」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shinshii mzai: ""shinshii iako, mindahip iako ihon kmalawa. binanao'az mzai: ""shdoo iho kmilhim sa sonda wa shinshii onai?""","醫生說:「我就是醫生啊,我來幫妳處理。」女人說,妳可以找真正的醫生來嗎?」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"shinshii mzai: ""iako sa sonda wa shinshii.""",醫生說:「我就是真正的醫生啊。」,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mriqariqaz shiz a taon monai tata wa maranash, makikalhi mano isa saran a o-to-bai. foilh mriqariqaz shiz a taon a thao maranash, o-to-bai sa ho-soo thitho.","醫院裡來了一個警察,在詢問路上的摩托車是誰的。醫院裡的人告訴警察,摩托車是護士的。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"maranash monsai shinshii mzai: "" ho-soo, isaran a o-to-bai miho qa?""","警察對醫生說:「護士小姐,路上的機車是妳的嗎?」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
thaithoy montal maranash moshoqish kmalawa isa saran a o-to-bay.,他們跟著警察回去處理路上的摩托車。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ho-soo shaonanaiza, o-to-bay miaqawan isa saran a fazfaz montonoq.","護士到了,摩托車還倒在路中間。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"binanao'az mzai: "" binanao'az maranash maqitan iho, Apin shinshii iako.""","女人說:「警察小姐你好,我是Apin醫生。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ayozi mzai: "" Hoqo ho-soo iako, amazaiza, pakaoka manion shawan.""","男人說:「我是護士Huqu,抱歉,造成你們的困擾了。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Sholay panshizaniza, ama mapa thitho, amondadaan shaonamakiqoalh a langqisosay mriqariqaz shiz a taon pariqaz sa shiz.","Shulay生病了,爸爸Huqu背著他,要走路到附近的小診所去看病。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"saran mathoaw ihazish, Hoqo mondadaan mathoaw maqiriz, noma mihala mosoi ribosh a bangqir molaon.","路途很遙遠,Huqu走累了,就先到樹下乘涼。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"itia sa thao mon'ioto, mzai:"" akatho iho sa azazak mosoi pariqaz sa shiz, langqisosay mriqariqaz shiz a taon mathoaw ihazish, kangqthai iho naak a kmangqtha barimbin motanto""","有人騎腳踏車經過,說:「你要帶小孩去看病,診所很遠,你騎我的腳踏車去吧!」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"itia sa thao mon'ioto, mzai:"" akatho iho sa azazak mosoi pariqaz sa shiz, langqisosay mriqariqaz shiz a taon mathoaw ihazish, patong naak a barimbin motanto!""","有人開車經過,說:「你要帶小孩去看病,醫院很遠,你開我的車去吧!」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"apoy a barimbin shaonanaiza mawalhnaq a proq moqtha milhonqo sa lamabiskaw mapalhitolhitoz a barimbin, amotosi lamathoaw mara'in mriqariqaz shiz a taon.","火車到了都市以後,Huqu又搭上高速鐵路,準備到大都市的大型醫院。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"Qaba wa apora'in sa shi-kai mathoaw matingqaran a thao. mamzai mriqaz sa soma wa thao, miaqay thitho ma'alah'a mathathawa.","Kuljelje的爺爺是世界上最快樂的人。不管看到什麼人,他總是很開心地笑著。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ianan tata wa qali, Qaba makikalhi apora'in mzai ""apora'in, amiakoza ya miazai ihon matingqaran?""","有一天,Kuljelje問爺爺說:「爺爺,要怎麼樣才能跟你一樣快樂呢?」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"apora'in shontam thitho ""pasai miho sa mathoaw lamaqitan a aniamin, patara sa miho a horoy, iho amiazai iakin miazitho mani matingqaran.""","爺爺回答他:「把你覺得最好的,分享給你的朋友,你就會跟我一樣快樂了。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Qaba wa horoy monai kmilhim thitho malhalhiqash, Qaba pashimol sa thitho a moshnaw a o-to-bai lhai thitho a horoy,kanoniza thitho a horoy anto madadoo.","Kuljelje的朋友來找他玩,Kuljelje把他心愛的摩托車借給朋友,但是朋友卻不喜歡。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"Qaba pangka'on thitho a horoy lhkananai isa thitho sa moshnaw a taon, kanoniza thitho anto miko lhkananai.","Kuljelje招待朋友到他心愛的家裡住,但是朋友卻不喜歡。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"mangqto ti Qaba, ya qalhatoali iako, noma shdooiza fariw sa manasha wa aniamin, naak a horoy miko mani iakin.","Kuljelje想,如果我有很多錢,就可以買很多東西,我的朋友也會喜歡我。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Qaba maqarman sa shnaw makikalhi apora'in mzai "" apo, pasain iako sa la mathoaw maqitan a aniamin patara sa horoy, kanoniza mino anto maqaran iako?""","Kuljelje傷心地問爺爺說:「爺爺,我把最好的都分享給朋友,但是為何我並沒有覺得快樂?」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mathoaw thitho makarishkish mobohat, kanoniza anto la oaraan sa toali.","他非常努力地工作,但是卻沒有賺到很多錢。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"apora'in mzai ""mathoaw mataliza shaonanai, naam a tanatoqash miaqay ininai inithawan, kanoniza iamin anto mzai, itia naam a proq, itia naam a toqash, itia naam a wazaqan.""","爺爺說:「從很久很久以來,我們的祖先就一直在這裡生活,但是我們不會說,我們擁有土地、擁有森林、擁有海洋。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"apora'in mzai ""shdoo iho patara sa miho a horoy, anto tnoran pan sa miho a ananak a aniamin, miazai sa o-to-bai, taon, toali.""","爺爺說:「你能夠分享給你朋友的,並不一定是你所擁有的東西,像是摩托車、房子、金錢。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"apora'in mzai ""thoini, iamin latosha iwazaqan a shirshir ianan fari, patilhazin iamin, maknashnaw iamin, mimparaw iamin a shnaw,miazitho anto maqitan qa?""","爺爺說:「現在,我們兩個人在海邊,風吹過來,陽光照射著我們,我們呼吸,我們心跳,這是不是很美好呢?」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"apora'in mzai ""sa proq ianan iamin, toqash ianan iamin, wazaqan ianan iamin.""",爺爺說:「是土地擁有我們、森林擁有我們、海洋擁有我們。」,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"apora'in shontam mzai ""iho ya mashashdoo, shdoo iho mohodon indahipiwak palhoiza sa marain a ribosh. ya tataiza shaba wa kawash, mangqto iako mani miazai s izai marain a ribosh miazitho, mriqaz isa hodon az'az a bokay, noma wazaqan a tanaraos a tilhaz ""","爺爺回答說:「如果你願意的話,你可以到山上幫我種一棵大樹。一百年以後,我還想像那棵大樹一樣,看著滿山的花朵,還有海邊的落日。」",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"mamzai iho to kahiwan in'ianan sa nomanoma wa aniamin, ya mathayza niza to a'ianan thitho, miho a in'ianan, sa miho a ininthawan minonsai a sinaranan.","不管你過去曾經擁有甚麼東西,死後都將不再擁有它。你所擁有的,是你的生命所走過的歷程。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"kahiwan isai Kon-ia ianan tata wa kataonan, kataonan ianan tata wa binanao'az a azazak zain Uang-ka-li, madaoo thitho pisai fafinshiq isa proq.","從前在肯亞有一個小部落,部落裡有一個小女孩叫作旺加里,她很喜歡把種子放到土裡。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"Uang-ka-li miaqay isai bohat mobohabohat shaonamatahnotiza. noma ya shaonamahomhomiza, anto shaqton sa bokay noma lhmir, amafazaq thitho amotaon.","旺加里經常在田裡工作到太陽下山。等到天黑,看不到花花草草了,她才知道應該要回家了。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"ianan tata wa qali, Uang-ka-li thitho a tantoqash ayozi a minlhafot makikalhi ti ama ina mzai,"" mino Uang-ka-li qa ani to motanto malhopish? "" mimpiza wa qali, ti ama ina pazai Uang-ka-li ontal tantoqash ayozi a minlhafot palhintaz motosi malhopish.","有一天,旺加里的哥哥問爸爸媽媽:「為什麼旺加里不去上學呢?」過了幾天,爸爸媽媽才讓旺加里跟著哥哥一起去上學。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"to isisoa ya isai soma wa kataotaonan lhmopish, thitho miaqay mangqtoqto isa taon a kataonan a tantoqash ayozi a minlhafot. miazitho mani, thitho miko mindahip sa taon a kataonan a thao maqitan a ininthawan.","在外國讀書的時候,她經常會想起家鄉的哥哥。也因此,她想要幫助家鄉的人民過更好的生活。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"toqash a hodon olhthkizin talahaniza, binanao'az kilhimin oka sa apoy apintata sa afo, thao miarairain mashoro.","森林都被砍光了,婦女們找不到柴火做飯,人們經常餓著肚子。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"falhaza maqalhiqalhiwiza, thao a ininthawan okaiza sa sazom.","河流已經乾枯了,人們生活裡沒有水可以使用。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"romfaz masa lhkaribosh mapa'oshaiza, anto tonmaza sa romfaz maqitan a malhinona noma anto shmaqto sa malalia wa lhkaribosh.","鳥類和獸類都離開了,聽不到好聽的鳥叫聲,也看不到奔跑的動物。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
mindaaq to Uang-ka-li a shnaw anto maqitan. maora apiakozan.,旺加里難過了很久。不知道該怎麼辦。,Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
"to mingqaraiza, thitho amondadaan mosoi hodon, finshiq sa fafinshiq, monsai thitho a taon a kataonan apalhoizan tata wa ribosh.","後來,她決定走到山上,播下種子,為她的家鄉種下一顆樹。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,validate
"Uang-ka-li maklalilit finshiq sa fafinshiq noma malhoiza sa ribosh mani, mangqto shdoo poshoqishin sa to kahiwan a lamaqitan a taon a bohat.","旺加里不斷地播種,不斷地種樹,希望可以恢復從前美麗的家園。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"to mingqaraiza Uang-ka-li a shnaw kadadaizin sa kataonan a thao, pashtay miasoon matodahip malhoiza sa ribosh.","家鄉的人們,終於被旺加里的心所感動,大家都一起加入種樹的行列。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,train
"sa izai mathoaw madadoo malhoiza ribosh a binanao'az a azazak, mingqthaiza sa ananak a kataonan, noma pishfazaq mani sa soma wa binanao'az, binanao'az a koshwit anto marozi sa ayozi, noma shdoo ya monsai az'az a proq maqitaniza mani.","這個愛種樹的小女孩,改變了自己的家園,也讓其它婦女知道,女生的力量不會輸給男生,也可以讓世界更美好。",Formosan-ePark/Final_XML/ep3_繪本平台/Thao/Thao.xml,standard,UNKNOWN,sentence,test
