xnb,chinese,source,kindOf,dialect,row_type,split
"kʉkʉnang mita marisinatʉ masiin, 'ona tatoro Kanakanavo tamna naannakʉ, cao makanaan soa ngoani?","我們現在的同學有三位卡那卡那富的女生,她們是怎樣的人呢?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"ikoiin po'oroo'oro, soa Pi'i ia, mamanʉng ngoain tamna cʉpʉʉng, paira moraan cao cocomeen, kacaoa cao manmaan aracapici 'inia.","我來先說,Pi'i的心地很好,經常幫助別人,很多人喜歡接近她。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"cocoro! kacaoa cao pomanʉʉng ngoani tassa. 'ona pa tacin 'Uva, makanaan ngoain?","的確!很多人讚賞她們兩位。還有一位'Uva,她是怎樣的人呢?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"nimakaan co ko arakokon 'Uva potokikio, tasiira'ʉ ngoain, nakai maraa navico'o, ma'icʉpʉ ko maakari 'inia.","我有一次跟'Uva一起工作,她很熱忱,但是比較兇,我很怕跟她說話。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
"makaasoa kangvang siacʉ'ʉra mako 'inia, iimo, maraa kanaira ngoain tamna tangria.","我對她的看法也是那樣,所以她的朋友比較少。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"ngoani tatoro, noo te kasoiin katangtangria ia, 'inanoin tia tikirima moso?","她們三位,你若要交朋友,要找誰呢?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"mareen ko pokariikari, sii, 'ona ko kangvang ka'aan mamanʉng sipangariingari, 'itomoro pa tia ketotoroa.","我不好意思說,因為我也有不是很好的行為,值得學習的還很多。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
manasʉ te pa kita takacicin kipaatʉsʉ!,大概我們還要自己努力吧!,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'ona kara kita Kanakanavo, makai masiin cʉ'ʉraa mita na tensʉ 'otori?",卡那卡那富有沒有像我們現在在電視上所看的舞蹈?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"koo pa ko tomatimana mamarang makasi, 'ona kita 'otori.","我沒有聽過長輩們說,我們有舞蹈。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
neen soa mosorovo?,那什麼是圍圈圈吟唱呢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"soa tavara'a mako ia, karanana 'otori mataa mosorovo.","據我所知,舞蹈和圍圈圈吟唱是不同的。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"orocin vanai tia mosorovo Kanakanavo, kaisisi mataa 'ona kacangcangara taniara, makai noo moro'ocaang.","卡那卡那富有兩種原因會圍圈圈吟唱,祭典或有值得歡樂的日子,像結婚的時候。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"moro'ocaang tamna mosorovo ia, maraa ka'opo'opaang, makanaan macangcangarʉ ia, makanaan paracani.","結婚的圍圈圈吟唱比較隨性,怎樣高興就怎樣唱。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"kaisisi tamna mosorovo ia, ka'aan ka'opo'opaang mamarang mita.","祭典的圍圈圈吟唱,我們的長輩們是不會隨便的。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"kangvang matipa cao ia, tia matikiri ramoco, tia 'apamanaatʉrʉ kan cʉpʉʉng makasoin.","所有參加的人都要牽著手,據說是有團結的意思。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'itoomoro pa ka'aan tavara'a mako, te pa kipaatʉsʉ ketootoro.","我不懂的還很多,還要努力學習。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
nokanmana kita Kanakanavo kaisisi Mikoong?,我們卡那卡那富何時舉行米貢?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"miana ia, noo toropaang co marivina'ʉ ia, te co mati'araang kaisisi.","以前,在小米收割完之後就要準備祭典了。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"iimo, miana ia kapiitoa nokai kaaroa kara?","所以,以前是在七月或八月嗎?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"masiin, karanana co siacʉvʉrʉ, araaviri na kamana kaisisi.","現在的生活方式不同了,更換在十月祭祀。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
miseen kita tia kaisisi Mikoong?,我們為什麼要舉行米貢祭?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
vanai tia kasisiin tamo nikianara.,因為要祭祀祖先。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'ona kan vanai poisoa "" Tapcarake,"" tavarʉ'ʉ kara kamo?","據說還有「小矮人」的原因,你們知道嗎?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'ona mamarang makasi, soa rapʉ vina'ʉ ia, Tapcarake kan nimova kitana Kanakanavo.","有老人家說,小米種籽是小矮人給卡那卡那富的。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"iimo, te kita Mikoong, maripipining vo'oroa vina'ʉ, kaisisin Tapcarake.","所以我們要舉行米貢祭,拿出新的小米來祭祀小矮人。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'ona pa ocani, tia 'apamanaatʉrʉ arakokon cao Kanakanavo.","還有一項意義,是要讓卡那卡那富人團結在一起。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"cancan tanasa ia, tia mati'araang conoko, 'araam, votookoro, mataa pa'ici.",每一家要準備糯米糕、肉類、魚和酒。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"matiananai mataa matiropaang kaisisi, tia paracani "" mo'iara 'Uso.""","祭典的開始及結束,要唱「'Usu請慢走」。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"Pani, tavarʉ'ʉ kara kaso, 'ona opeen coko masiin, 'esi Taioan cao vovorong?","Pani,你知道在台灣的原住民族現在有幾族嗎?",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
"tavarʉ'ʉ ko 'ona maan osʉʉpatʉ coko, nakai ka'aan pa ko tavarʉ'ʉ somasʉpʉrʉ kavangvang, nganai coko?","我知道有十四族,但是我還不會唸出所有的族名。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"somasʉpʉra kaso opito, ikoin somasʉpʉrʉ opito.","你唸七個,由我來唸七個。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"'Amis, Taiaro, Sao, Setek, Toroko, Saisia, Coo.",阿美族、泰雅族、邵族、賽德克族、太魯閣族、賽夏族、鄒族。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"Somokon, Paioan, Kamaran, Poioma, Iami, Rokai, Sakiraia.",布農族、排灣族、噶瑪蘭族、卑南族、雅美族、魯凱族、撒奇萊雅。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"miseen 'akia tisikareen iikita Kanakanavo, mataa Na'aroa?",裡面怎麼沒有我們卡那卡那富和沙阿魯哇?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"iikita Kanakanavo mataa Na'aroa ia, 'esi tisikara "" Coo.""","我們卡那卡那富和沙阿魯哇,在「鄒族」裡面。",Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"to'onaa mita Namaasia isi, neen mastaan kacaoa?",我們那瑪夏這裡誰人數最多?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"masiin ia, cao Somokon mastaan kacaoa.",現在是布農族人最多。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
neen mastaan pakaraceen kitana?,誰距離我們最遠?,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"Iami, mastaan pakaraceen kitana.",雅美族距離我們最遠。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"noari, manasʉ 'ona pa vo'oroa coko tia arapipining.",未來可能還有新的族群會出現。,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
cani ta'avo,一個家族;同一個家族,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
opeen voan,幾月份;幾個月,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
opeen taniara,幾號;幾天,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
takananga,時間; 鍾點,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
cani pininga,家庭;一家人,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
masiʉn vaantoko,九十元,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
tarasangara taniara,星期日;假日,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
areen vaantoko,他拿的錢;他穫得的錢;薪資,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
Minsʉng koosiao,民生國小,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
Namaasia koocong,那瑪夏國中,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
Kanakanavo siehoe,卡那卡那富協會,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
aro namasʉ,八點半,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
oro mavaro,稀飯,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
sooraro morakʉ,莫拉克颱風,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cakʉran Namaasia,楠仔仙溪,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
cao vovorong,原住民,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
paihoo kongsʉ,百貨公司,Formosan-ePark/Final_XML/ep2_生活會話篇/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"takitotoroa, manʉng kara kaso?","老師,你好嗎?",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"mamanʉng ko, makanano iikaso?","我很好,那你呢?",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"sosomanpe, mamanʉng ko kavangvang.","謝謝,我也很好。",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"ʉʉ'ʉ, soa iko ia seto.","是的,我是學生。",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"ka'anʉ, soa ngoain ia takitotoroa.","不是,他是老師。",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
pokarikaria pa.,說說看。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
neni nganai moso?,你叫什麼名字?,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa nganai mako ia Pani.,我的名字叫Pani。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
soa nganai in ia 'Uva kara?,她的名字是'Uva嗎?,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"ka'anʉ, soa nganai in ia Na'o.","不,她的名字是Na'u。",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa ikim ia mano naannakʉ.,我們是女孩。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
soa Pi'i ia saronai kara?,Pi'i是男生嗎?,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"ka'anʉ, soa ngoain ia mano nanakʉ.","不,她是女生。",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa tacao mako ia ta'ʉrʉm.,我的狗是黑色的。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
manmaan ko 'inia.,我喜歡牠。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
'esi nano takitotoroa?,老師在哪裡?,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi nesi takitotoroa.,老師在這裡。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi nano siarisinatʉ moso?,你的鉛筆在哪裡?,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi nesa siarisinatʉ mako.,我的鉛筆在那裡。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
neni soa isi?,這是什麼?,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"ʉʉ'ʉ, me'icono.","是的,很重。",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
neni soa cao isa?,那個人是誰?,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
soa isa ia cina mako.,那是我媽媽。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
neni 'esi potokio in?,她是做什麼的?,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
'ona otoro sinatʉ.,有三本書。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
"ocani ia masinang, orocin ia ta'ʉrʉm.","一本是紅色的,兩本是黑色的。",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"soa masinang sinatʉ ia, neni tamna?",紅色的書是誰的?,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"soa masinang sinatʉ ia, takitotoroa tamna.",紅色的書是老師的。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
cani pininga mako ia rarima cao.,我的家有五個人。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"tamo nanakʉ, coma, cina, kanaroa nanakʉ mataa iko.",祖母、爸爸、媽媽、妹妹和我。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi ko koomin siaosie marisinatʉ.,我在國民小學讀書。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"kanaroa nanakʉ mako ia, 'esi na iocʉyen.",我妹妹在幼稚園。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"cina, moso'ʉvʉ tasiarʉ.","媽媽,早安。",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"Pani, moso'ʉvʉ tasiarʉ, ivataa co kocici.","Pani,早安,來吃早餐了。",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"kompa, tia pa ko somasingsing anisi.","等一下,我還要刷牙。",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"makasoin ia, maciropoa pa!",那也要洗臉喔。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tavara'ʉ ko.,我知道。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"kesoni pa kasoa, openi cenana moso?","請問你,你幾歲?",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
maan cenana.,十歲。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
papeni kinvavara moso?,你有幾位兄弟姊妹?,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
tassa kana'oa saronai mataa tacini kanaroa nanakʉ.,兩個哥哥和一個妹妹。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
nʉmʉ cenana.,六歲。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi nano tanasa moso?,你家在哪裡?,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
aracan kara tanasa moso mataa tarisinata?,你的家與學校近嗎?,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"ʉʉ'ʉ, aracan mataa tarisinata.","是的,與學校很近。",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tantaniara ko mocaca mokosa na tarisinata.,我每天走路去學校。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"Paicʉ, niaranai nano kaso iavato?","Paicʉ,妳從哪裡來的?",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
niaranai ko Kasanpo iavato.,我從甲仙來的。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,validate
tia kaso mokosa nano nora?,妳明天要去哪裡?,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
tia ko mokosa namanamarʉ.,我要去平地。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
"mo'iara, arasingsinga! 'aropacʉ'ʉra kitai!","慢慢走,祝福你!再見了!",Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
manʉng taniara soni.,今天是好天氣。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'acoo nongnong masipʉcʉ tikoro soa cina.,媽媽去溪邊洗衣服。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'esi kim tanasa somasima'ʉ.,我們在家裡玩。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,test
niarapipiningi co taniarʉ.,太陽出來了。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
'acoo na 'omo'oma potokikio coma mataa cina.,爸爸和媽媽去田裡工作。,Formosan-ePark/Final_XML/ep1_九階教材/Kanakanavu/Kanakanavu.xml,standard,UNKNOWN,sentence,train
