ami,english,source,kindOf,dialect,row_type,split
"Ira ko matatengteng to saso'ot, mitenok to mali, comikayay, misakeroay, mipana'ay.","There were tug of war, soccer, running, dancing, and archery.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,test
Milifet kako to comikayay.,I participated in the running competition.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Toya kacomikay ako haw i, mapolin kako, adihay ko 'ilang nai toros no mako.","When I was running, I fell down, and my knees were bleeding.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Nikaorira lomowad kako, milingato a pasi'ayaw a comikay.",But I stood up and continued running forward.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
Tangasa to kako i pipatosokan mahemek ko 'alomanay.,Everyone was happy when I reached the finish line.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,validate
"Mahaenhaen caka pakaala to sakacecay, nikaorira mahemekay kako, Hay o malaheciay to ko lalalifeten ako.","Although I didn't get first place, I'm glad because I completed the race.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"I nacila, miliso'ay kako ato wama to faki ako.","Yesterday, my father and I visited my uncle.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Pasowal cingra i tamiyanan, maofangay ko fadahong no loma'.",He told us that there was a hole in the roof of his house.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Oya misanga' cingra to fadahong i, matefaday nanifadahong.",He fell off the roof while repairing it.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
Paterongen no wama ci faki to titi no kolong ato 'icep.,My father brought beef and betel nuts for my uncle.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Malalicalicay kako ato faki i kafoti'an i, adihay ko mipainian ningra a kongko.","My uncle and I chatted in the room, and he shared many stories.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Yo mamiliyas kako to 'ayaw i, mipahemek ko faki i takowanan to ""'aka:wang to a tanes:tes to kiso"" saan.","Before I left, my uncle praised me for growing taller and becoming more handsome.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Pacaof han ako, ""Ano ma'adah to ko oo' no faki i, katay ho i loma' niyam a mihalama.""","I said, When your foot gets better",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"I tosa ca'ol tosa polo' ira ko tosa a mihecaan, mitahidang ko seyfo to pakayni i manga'ay deng ono finacadang a ngangan matilid i nifonsiw no Yencomin a kayki.","In 2022, the government announced that indigenous identification cards can include tribal names separately.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
Mihomong kako to halafinay a milongc to seyfo to pipakafit to ngangan no Yencomin i nifonsiw a kapah no niyaro' ci Namoh Tongso'.,"I interviewed Namoh Tongso', a young tribal member who has long been advocating for the inclusion of tribal names on identification cards.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
Matatelek kako ato cingra tona pa'aliwacan tayra i loma' ningra a mihomong cingranan.,We had arranged to visit his home this holiday for the interview.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Toya pihomongan i, siwkayen ningra kako to sakaira no ngangan ningra, mipakafana' haca to laloma'an ningra, niyaro' ningra.","During the interview, he introduced to me the origin of his name and also introduced me to his family and tribe.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Licayen ako cingra, mana padeteng sa mifalic to ngangan, ya telang a mitingkian a ngangan, cowa kanga'ay haw?",I asked him why he insisted on changing his name. Wasn't the old registration method sufficient?,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Sowal sa cingra i takowanan, cowa kamo^ecel ko tilid no Kowaping to todong no ngangan nira. Anca i, ""Na-siyen-sen"" hananay no tao cingra, saka, adihay ko sakatawaan nona ngangan.","He told me that using Chinese characters could not accurately convey his name, and others would still call him \Na Xian Sheng",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,test
"Sowal sa ci Namoh, ""O no Yencomin ko mitilidan a ngangan nga, o tadatatodongay a ngangan kitaanan. O sakatatodong no finacadan ita, laloma'an ita, tireng ita ko ngangan ako. Saka, nanay 'aloman ko mitikol to niyah a ngangan.""","Namoh Tongso' said, \The names written in indigenous languages are our true names. My name represents our ethnic group",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"I nacila malacafay kako ato fofo tayra i icifa a paliwal. Adihay ko mi'olongan ni fofo to mipalomaan ningra a dateng, mitangtang haca cingra tono Yincominay a kakaenen to sapakaen to 'alomanay.","Yesterday, I went to the market with my grandmother to set up a stall. My grandmother brought a lot of vegetables that she grew herself and also prepared indigenous cuisine for everyone.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
'Alomanay ko maolahay to nipaliwalan ni fofo a dateng. 'Alomanay ko mi'acaay to kamamoday ato tayalin. 'Aloman ko komaenay to mitangtangan ningra a dateng.,"Everyone loved my grandmother's stall. Many people bought the chilis and African eggplants, and many people came to taste the dishes she cooked.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
Tadaka^so' koya nitangtangan ningra a paheko ato hakhak. Ira ho ko mitengelan to titi no fafoy a makaw-loro. Oya kafangsis mapasolot to ko 'alomanay. Taynitayni sato ko 'alomanay a misarayaray a mi'aca.,"The ferns and sticky rice she cooked were delicious, as well as the braised pork with maqaw pepper and wild boar meat. The flavors attracted many customers, and everyone lined up at our stall.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Oya mitantang ho ko fofo i, miannay kako to lafang. Sata'angay sa ko pi'a'iyoy ako, ""Saheto o no niyah a mipalomaan, cowa kapaiyoen, halikien a tayni mi'aca yo!""","While my grandmother was cooking, I was on the side attracting customers. I shouted, The vegetables are self-grown",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,test
"Kalikiay a mapaliwal ko dateng niyam. Sowal sa ci fofo, ""Hay, iraay kiso a mipacafay kira""","Our goods sold out quickly, and my grandmother said, It's all thanks to your help.""""",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
"Pakayni toni a demakan, mafana' to kako to pakayni i dateng no Yencomin ato kalofana' no kakaenen, matinako haca ko roray no mipaliwalay.","Through this event, I learned about indigenous plants and food and experienced the hard work of running a stall.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,validate
"Ma'araw ko fofo to nikaolah tono litengan a dateng, Tada malita'ang ato maremed kako.","Seeing my grandmother's passion for traditional food, I feel very proud and honored.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Hengchun_Amis.xml,standard,Hengchun,sentence,train
O wawa^ no Pangcah kako.,I am an Pangcah child.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
I Fata'an ko loma' no niyam.,Our family lives in Fata'an.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
Lalima^ ko paro^ no loma' niyam.,There are five people in our family.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
Tatolo^ kami a malakaka^.,There are three brothers and sisters in our family.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,validate
"Makomad kako a maro' aci mama^, ci ina^, ci kaka to fa'inayan ato kaka^ to fafahiyan.","I live with my father, mother, brother and sister.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
Takaraw ci mama^ ako; o tayring ci mama^ ako.,My father is tall and he is a policeman.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
Makopit ci ina^ ako; o ising ci ina^ ako.,My mother is thin and my mom is a doctor.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
MisanoPangcah a somowal ci mama^ i tamiyanan i loma'.,My father speaks the Pangcah language with us at home.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
Minokay kami i niyaro' i pipahanhanan a romi'ad.,We will all go back to the tribe during the summer vacation.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,test
Makomod kako aci kaka^ a milepel to takola^.,My brothers and sisters and I will catch frogs together.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
Maolah kako to paro^ no loma' niyam.,I like our family very much.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,validate
"Ona pipahanhanan a romi'ad, talaPosong kako ato fafahiyan a kaka^ a miliso' ci fakian.","This holiday, my sister and I went to Taitung to visit my uncle.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
Pakacinamalay kami naniTaypak a talaPosong.,We took the train from Taipei to Taitung.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Tangasa^ i Posong, pakapaliding ci faki^ a tayra i cya-taw militemoh i tamiyanan.","When we arrived in Taitung, my uncle drove to the station to pick us up.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Manga:ta^ to cya-taw ko loma' ni faki^, ano pakapaliding, colek sa tangasa^ to.","The station is not far from my uncle's house, and it's just a short drive away.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Ira ko ta'akay a pipahotingan to kolong i ngata^ no loma' ni faki^, pakacitingsya^ kami a tayra toya pipahotingan.","There is a big ranch near my uncle's house, and we rode bicycles to the ranch together.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Itira toya pipahotingan, keriden ni faki^ kami a mipakaen to siri^ ato efa^.","In the ranch, my uncle took us to feed the sheep and ride horses.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,test
"O dadaya^ sato, talapatiyamay kami a malafi^.","In the evening, we went to the city to have dinner together.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Adihay ko paliding i patiyamay, saka pakaotofay kami a tayra.","There are a lot of cars in the city, so we go there by motorcycle.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Tona taloma' to kami i, makoliniw ko otofay, saka pakafaso^ sato kami a taloma'.","When we were about to leave, we found that the motorcycle had been stolen, so we had to leave by bus.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Anini^ tangasa^ to kami i Taypak, matepaay to koya otofay ni faki^ hakiya?","Now that we are back in Taipei, I don't know if my uncle's motorcycle has been found.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"I Fafokod ko loma' niyam yo mamang ho kako, micodad to kako i, malinah kami a tala-Taw-yin, itira: sato kami a ma'orip.","When we were young, our family lived in Fafokod. After I started school, we moved to Taoyuan and have been living in the city ever since.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Micodad to i ta'akay picodadan i, minanam kako to cecay nananamen, pakayniay i serangawan no Yin-co-min, itira a mafana' to masamaamaanay a serangawan no Yin-co-min.","After I went to college, I took a course on aboriginal culture and learned that the aboriginal people in Taiwan have various and rich cultures.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Orasaka, aniniay pipahanhanan no picodadan, minokay a talaniyaro' kako aci kaka^ ako to fa'inayan, miliso' to mato'asay, mangalay a misapanang to serangawan no niyah.","So this summer, my brother and I went back to our tribe to visit the elderly, hoping to understand the culture of our own ethnic group.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Falo^ to polo' ko mihecaan noya mato'asay, nika nengneng ri, tanektek ho^ ko tireng.","The old man is already eighty years old, but he still looks like a middle-aged man.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Tengilen ako ciira, pina^ a sasowalan ko nikafana'an iso han ako, mafa:na' to no Pangcah a sowal ciira.","I asked him which languages he knew, and he was fluent in Pangcah.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Mafana:' to no Tayan, no ngayngay ato no Ripon a sowal.","As well as Atayal, Hakka and Japanese.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Na mitengilan to ako, saka mafana' kako, hilam o na micodaday ciira i kaRiponan yo mamang ho^.",I asked him to find out that he learned Japanese when he was a child.,FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,validate
"O Tayan ko fafahi^ nira, 'aloman ko kananaman nira a ngayngay i katayalan. Orasaka, adihay ko kafana'an nira a sowal.","His wife is an Atayal, and he knows many [Hakkas] at work, so he can speak so many languages.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Yo mitengil kami i, adihay ko nipainian no mato'asay to pakayniay i fenek to pi'adop.","During our interview, the old man talked about a lot of traditional knowledge about hunting.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Ano caaca:ay pakasapi:nang a mitengil i, nika ma-lo-ing niyam i saselican, manga'ay a tomadawen a mitengil.","Although we could't fully understand it, we could record it on our cell phones and listen to it more.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Yo mamang ho^ kako, caay ka fana' kako to serangawan no niyah, mangodo^ to ao Pangcah kako sa ko harateng.","When I was young, I didn't understand the culture of my ethnic group, and I was a little embarrassed that I was an aborigine.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
"Matongal mato:ngal to ko nikafana' i, mahemek kako ao Pangcah ko tireng.","The more I know, the more I feel that being a Pangcah is unique and something to be proud of.",FormosanBank/Corpora/ePark/XML/ep2_族語短文/Amis/Xiuguluan_Amis.xml,standard,Xiuguluan,sentence,train
