xsy,chinese,source,kindOf,dialect,row_type,split
'ataw papama' ka kano' rima' ray kiyokay?,'ataw搭什麼去教會?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
'ataw papama' ka zitinSiya' rima' ray kiyokay.,'ataw騎腳踏車去教會。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"'oka', ya:o papama' ka baSe' rima' kiSka:at.","不是,我搭公車上學。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o papama' ka zitinSiya' ay rima' kiSka:at?,你騎腳踏車上學嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ihi' yako papama' ka zitinSiya' rima' kiSka:at.,"對,我騎腳踏車上學。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o papama' ka kawti' ay rima' ray taka:o'?,你搭高鐵去高雄嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"'ihi', yako papama' ka kawti' rima' ray taka:o'","對,我搭高鐵去高雄。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
So'o rima' ray taytong papama' ka kalihapoyan a hikoki'?,你去台東搭火車還是搭飛機?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako papama' ka hikoki', hikoki' 'alikaeh no kalihapoyan.","我搭飛機,搭飛機比搭火車快。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
katibae:iwan 'al'alihan ay ki nimon taew'an?,超市離你們家近嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'oka', yako seme:ez ka 'otobay rima' ray katibae:iwan.","不近,我都騎摩托車去超市。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'al'alihan, manra:an rima' ma' kayzaeh.","很近,走路就會到。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o kaysa'an honasamez ay?,你今天有空嘛?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'iyakina payrarongaw 'iSo'on.,我想去拜訪你。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
yako kaysa'an hayza' ka howaw 'okik ray taew'an. So: 'inowan ila.,我今天有事不在家。改天吧。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o rim'aen honasamez ay? yako hila:an taSa' kita' 'iSo'on.,那你明天有空嗎?我下午去找你。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'a:ay! kayzaeh.,好啊!沒有問題。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
kayzaeh ay 'omalingo'?,可以錄影嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako 'okik kayzaeh kita'en, ma'an saksaka: ma' 'okay tal'izaeh i, 'izi' la.","我不好看,倉庫也沒整理,不要啦。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako SaSin nanaw kayzaeh ay?,那我拍照就好可以嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
SaSin ma' 'izi'.,拍照也不要。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ma'alo' So'o pasingozaw 'iyakin.,謝謝你讓我訪問。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kayzaeh, kano' niSo' kasingowzawen?","沒問題,你想問什麼?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o kakhayza'an 'ima 'al'alak matawaw ka kano'?,請問您年輕時是做什麼的?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"kakhayza'an yako kinSat, 'isahini yako patae'aes ila.","我以前是警察,但我現在退休了。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
'isahini So'o hayza' ay ka kapatawawen?,那你現在有工作嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako ray kakiSka:atan matawaw.,我在學校上班。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
korkoring niSo' ma' rowaSek ray 'asang ay?,請問您的孩子也住在部落嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'oka', korkoring ma'an rowaSek ray rahoeran.","不,我的孩子在都市居住。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o nonak ay 'ima rowaSek rini?,那你自己一個人住嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ya:o hayza' Sompan 'aehae' ka 'aehoe' ki 'aehae' kabkabaehae:, lasiya ma' 'aehae' taew'an ma'an.","我還有養一隻狗和一隻鳥,他們也是我的家人。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
yako 'am somingozaw 'iSo'on noka kama'alep ka katiyawan.,我想請問你關於打獵的禁忌。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"yako 'okik Sekla' a tomal ka hini howaw, So: yako ra:am ma' 'am pakSekla' 'iSo'on.","我知道的不多,但我能回答的都會回答你。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
nimon nom 'omalep ka kakrangi'an hayza' ay kano' katiyawan?,你們打獵的武器有什麼禁忌嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"niya'om nom 'omalep ka kakrangi'an, minkoringan 'aewhay pon'a:iS.",我們打獵的武器不可以讓女生碰到。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
minkoringan kayzaeh ay rima' 'omalep?,那女人可以一起去打獵嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'aewhay, minkoringan 'aewhay rima' 'omalep.","不行,女人也不可以打獵。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kalih, ray taew'an 'oka' ila ka pinobae:aeh, So'o Sa'ila bae:iw ka pinobae:aeh.","kalih,家裡沒有米酒了,你去買米酒。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"yako 'am bae:iw ka pinobae:aeh, nimon hayza' ay?","我要買米酒,你們有賣嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"hayza' a, niSo' koza' kabae:iwen?",有啊!你要買多少?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"Si'Si' hini, niSo' 'am kano' naehan kabae:iwen?","米在這裡,你還需要什麼嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako 'am bae:iw ka 'oesizo:, nimon hayza' ay?","我還要買蛋,你們有嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
niya'om 'oesizo: Sitil'amet ila.,我們的蛋賣完了。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'am bae:iw ka kayba:en.,我要買衣服。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
So'o 'am bae:iw 'inak'ino'an ka kayba:en?,你想要什麼樣子的衣服呢?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'am bae:iw 'ima 'itoSan ka kayba:en.,我要買短袖的衣服。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
niya'om hayza' 'ima bolalasan ki 'ima his'alan ka kayba:en.,我們還有白色和藍色的衣服。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
be:ay 'iyakin 'aehae' 'ima his'alan ka kayba:en.,請給我一件藍色的衣服。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
kalih kaysa'an So'o rima' rayno'? So'o rima' homayaw ay?,kalih你剛剛去哪裡了?你去運動嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"nakhini o, rohaenan So'o honasamez ay? 'am ki yako ma'onhael komSa:o' ay?","這樣啊,你晚上有沒有空?要不要和我一起晚餐嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"kayni', yako 'am rima' bae:iw ka kayba:en.","不行,我要去買衣服。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
nakhiza ya:o 'am tani 'iSo'on rima'.,那我跟你一起去。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hini 'aewpir koza' rayhil?,這個地瓜多少錢?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'aewpir 'aehae' tintin mato:ol rayhil.,地瓜一斤30元。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kalih, yako mangowip ila maraS ka kaka:at, So'o kayzaeh ay paSibae:aeh 'iyakin?","kalih,我忘了帶筆,你可以借我嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako ma' 'oka', hini 'in 'away a kaka:at.","我也沒有,這支是'away的筆。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
kayzaeh paSibae:aeh 'iyakin naehan? honha:i' kapinobih 'iSo'on.,那可以借我一下子嗎?我很快就還你。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"ma'alo', ma' ma'alo' 'oyaeh hi 'away.","謝謝,也幫我謝謝'away。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'am kano?,需要什麼嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'am minobih ka hini roSa' kina:at.,我要還這兩本書。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'a:ay, kano' naehan?","好的,還需要什麼嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'am Somibae:aeh hini to:o' ka kina:at.,我還要借這三本書。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'a:ay. to:o' hahila: sizaeh pinobih, 'izi' ngowip o.","好了。三天後要拿來還,不要忘記喔。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o 'i'ini' pinobih ka tati:iS 'iyakin.,你還沒還我橡皮擦。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
kahiya' ma'an Sipinobih ila.,我昨天就還了。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ma'an tati:iS 'ampowa' hawka' ila?,我的橡皮擦怎麼不見了?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' Si: paSibae:aeh ila hi kalih ay,你是不是借給kalih了?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
kiraeh. ya:o ta somingozaw hi siya.,我不知道。我去問問她。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
tati:iS ma'an tapabae:aeh 'iSo'on naehan.,我的橡皮擦先借你。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'away, hini katoeh ni kalih pinaSibae:aeh 'iniSo' ay?","'away,這個外套是kalih借你的嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"'oka', hini ni 'oya' ma'an binae:iw 'iniman.","不是,這是我媽媽買給我的。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ni kalih ka katoeh hingha' ki 'inSo'o a.,kalih的外套跟你的一樣。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"nisiya katoeh 'ima 'elngihan, ma'an 'okik hingha'.","他的外套是黑色的,我的不一樣。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'away, So'o hayza' ay Somibae:aeh ka rayhil kala kalih?","'away,你有跟kalih借錢嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"hayza', ya:o koSa' kaysa'an 'am minobih hi siya, yako mangowip ila maraS ka rayhil.","有,我本來今天要還他,我忘記帶錢了。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o 'inowan 'am minobih?,那你什麼時候要還?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ma'an rim'aen ka pinobih hi siya.,我明天就還給他。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'a:ay, ya:o tapanabih hi kalih.","好,我幫你跟kalih說。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'aewhaS 'am noka linanger romakep, kaehka: 'am noka talnga' romakep, nakhini 'am kayzaeh.","老鼠應該要用石壓式陷阱抓,竹雞應該要用套頸式陷阱抓,這樣才對。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'iwa'ay 'am nak'isaza o!,原來是這樣喔!,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ya:o tatortoroe' 'iSo'on 'am nak'ino' paskayzaeh ka hini roSa' baseng.,那我再教你怎麼製作這兩種陷阱。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'a:ay! kayzaeh o! nakhini ya:o ma' 'am romakep ila ka 'inalep.,好啊!太棒了!這樣我以後就會抓到獵物了。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ray pinatiyay ka hinbetel 'a'ibabaw ila, So'o Sa'ila ray saksaka: mari' ka sawki', 'ita' ta'ila ray pinatiyay.","田裡的草太長了,你去倉庫拿鐮刀,我們去田裡。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
sawki' niSo' hayno 'inaSkan?,鐮刀放在哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ray takil langi:, So'o kaS'abo' ray saksaka: ma' 'am komita' ila.","在圓簍的旁邊,你進去倉庫就會看到了。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'iya'azem 'am mari', 'izi' patipangih. hiza sawki' soma:om a tomal.","小心拿,不要受傷。鐮刀很利。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'izi' Sarak ma'an ka binaseng!,不要踩到我的陷阱!,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niSo' baseng hayno'?,你的陷阱在哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
baseng ma'an ray kaehoy wahoer.,我的陷阱在那棵樹的下面。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o 'ampowa' ra:am?,你怎麼會記得?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako hayza' tomiwaSaw rini, 'isa:a' ya:o ra:am ma'an hayno binaseng.","我在這邊有做記號,我知道我的陷阱在哪裡。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"hini 'awbo', niya'om 'aSkanen ray lolongan nom pit'aelaw.","這是魚筌,我們放在溪邊捕魚。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"niya'om hiza 'oka' ka 'awbo', yami noka kapnazip romakep ka 'aelaw.","我們那邊沒有魚筌,我們都用釣竿抓魚。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako 'inokay noka kapnazip pit'aelaw So'o tortoroe' 'iyakin kayzaeh ay?,"我沒有用過釣竿釣魚,你下次教我好嗎?",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'a:ay! 'ita' ta 'oSa' nazip.,好啊!我們下次一起去釣魚。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"niSo' kapnazip kakoway ila, nakhara ka:asen ila noka 'aelaw! So'o 'am'amoeh hoehoeh ka kapnazip.","你的釣竿動了,好像是有魚上鉤了!你快拉起來。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"naehan, hini palono' 'aewhay ngilol a tomal. ya:o rini tahoehoeh ka kapnazip, So'o Sa'ila riza mari' ka 'ami' 'iniman.","等等,船太晃了。我在這邊拉釣竿,你去那邊幫我拿網子來。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o hoehoeh ka 'aelaw rini kanman ya:o tatilhaehael 'iSo'on tahoehoeh.,你把魚拉到我這邊。我幫妳拉起來。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
tabin o! kaysa'an 'akoy ka minari' kataboe'an ka 'aelaw mayha'ha' ila.,"太好了!今天大豐收,魚簍都裝滿了。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'ita' talobih ila tapakSibe:ay ka saboeh.,我們快回去和大家分享。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'izi' makakSiyae' ila, 'am'amoeh SaSa:eng ray kaSa:engan.","不要再玩了,快坐在座位上。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kaSikar ila, yako papahowih ila!","抱歉,我遲到了!",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'am'amoeh kaS'abo'.,快進來。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"kaysa'an minay haseb ka Sinangayan, rim'aen maSangay, ta'ila tapanpanra:an!","今天星期五,明天放假,一起出去玩吧!",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'a:ay! 'ita' ta'ila rima' ray ba:la'.,好啊!我們去河邊。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
rim'aen ririm'aenan So'o 'am powa' ka kano'?,你明天早上要做什麼?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"rim'aen kaSangayan, ya:o 'am ki 'oya' rima' kiyokay.","明天是星期日,我要和媽媽去教會。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako 'iyakina moetae', ya:o 'am rima' kata'owan.","我想吐,我要去廁所。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
So'o maSroko' Sangay naehan.,你趴著休息一下。,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kamatortoroe', yako biSbiS ka tiyal, 'am rima' kata'owan.","老師,我肚子痛,要去廁所。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'a:ay, 'am'amoeh 'oSa'.","好,快一點去。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako kayzaeh ay rima' ti:ma'?,我可以去洗手嗎?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'am patae'aes ila, 'insa'an ila 'oSa'.","快下課了,等一下再去。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'a:ay, lobih 'iyawa'.","好,回家小心。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'a:ay, pakayzaeh ka basang.","好,保重身體。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'away hayno'?,'away在哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"siya biSbiS ka tiyal, siya 'ay kata'owan.","她肚子痛,她在廁所。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
'obay hayno'?,'obay在哪裡?,Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"kamatortoroe', 'obay biSbiS ka kaSlar, kaysa'an maSangay.","老師,'obay喉嚨痛,今天請假。",Formosan-ePark/Final_XML/ep2_情境族語/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
