ckv,chinese,source,kindOf,dialect,row_type,split
"yao ti tayzin meRibon to qizoanan ta mai pa simRiboR, zana masangn ay senangian to Ribonan, zoma ti paqanas ti mai zana masangn ay saRibonan.","並透過警力確保社會治安,使傳統社會組織,隨著大環境改變,甚至逐漸失去原有的組織功能",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"kemilim to qaRokedabo, tama tina na mozong to waway zao.",於是選擇招贅對象是女方父母最大的責任,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"yao Raya na lawlaw ta seRai pagingkiyoan manmo, zata ay sikawman aita pa pasengat","政府及學者的協助下,自己的語言自己救的號角響起",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ngid patadikod to nangan ya kebalan, paqsoppaR to mazemon maken yao lazat na kebalan","為了復名,讓大家知道確實有噶瑪蘭族人的存在",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"Raqana posia seRai sabasayan, wantima ta qatabanan seRai sepawan to lazing Raya ay wawaway, qawka maqayta ita qawqawman qaninanan qaniao.","因此頭目與年齡階層,只有在豐年祭與海祭較大的祭儀時,才能顯示他們身分的重要性",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"nizo kemoway to zenna, Raybaot, semalaw, qaninan ay qaqanan na nani beRas","以農作稻米、捕魚、打獵為主,主食稻米",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ta ngayaw na olima betin tasaw alalan na pateRongan, pitasaw siqazosa kemoway to zenna","記得五十年前的新社半島,每年耕種水稻二期",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"saqonga ti semano to panmoan to kebalan temabal to zoma ay lazatan temoqaz RaitaRon, kemadabo ti ta tazonganan na kebalan","於是便以提供協助抵禦外人為理由,而入贅到噶瑪蘭女方家",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"qemazaw to patadikodan to nangan, matalin sa imis ay lazat na kebalan ta owalo betin yao osepat tasaw, paqiRi ti to palonan to bawa'","背負著復名的責任,旅北的噶瑪蘭族人於民國八十四年,成立噶瑪蘭族龍舟隊",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"nokoban ta to biRi na Rozang, mezepzep to osiq dedanan.","再用構樹的葉子覆蓋在糯米飯上面,悶熱一天時間。",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"omelabo to ""solincencangpei simsoqas melona to bawa', mala Ronanay seRai tazongan to kowanciyn, onay siangto nengi ti nipalonan na kebalan to bawa'.","曾參與「樹林鎮長龍舟盃錦標賽」男、女組雙料冠軍,奠定了噶瑪蘭族龍舟隊的基礎",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"pitasaw ta sapaksangan, mazemon palonan ay to bawa' melisimpo, matapon simsoqas tiana maqeseR ay.","每年端午節,總是集結眾多划龍舟的隊伍,一同較勁",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"maRemaq Rinang na Ronanay saRibong soni na balodoq ta polian naong tengilawan zanom, tangi, tatezoma ti wawaway, seRai tazozongan melabo simsoqas, satolis ti dasidas na zanom","熱血男兒的吶喊響徹青山綠水,而今,隨著時代的改變,巾幗女豪的氣魄也劃破平靜的水面",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"kemolikoz lazat na kebalan to waway zao, palonan to bawa' azoan na ti to hibangan qawRatan ondo","我們噶瑪蘭族入境隨俗,也把划龍舟變成休閒娛樂運動",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
melikeneng ita palaziwan ta qawka moman masengat zin na baRqian.,"因此,一切動作就要暫緩,過些時間再走",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ngid ala to nangan, taqazqazan ay lazat balodoq to padamesan, taytan ta mazemon, melilizaq tayan.","爭取勝利的同時,岸邊觀眾加油喝采,呈現熱鬧、刺激、歡樂的氣氛",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"paqeRayan nani zana damo ay ti, qanengian to waway na sinpanmo simsedes, baliw to qaqanan oo Ribang, azo ti to sikawman zao","甚至涵蓋整個部落之間,物質與非物質利益的流通、交換、甚至買賣等活動",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"paqiRian to leppaw osa paqenanem nengi ti, mai to pinileppaw, damo seRai senangian to waway Rayngo ti miRi.","也就是說,家庭無法只靠一個人建立,而沒有家庭,部落和組織也就無法形成及建立",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"temayta to tiRos patongyaw miRi ta ngayawan so, qa moaza ni ala so setangi.","如果要上山打獵或下海捕魚,看到占卜鳥站在你面前面對你,表示你今天會豐收",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"kebalan nani tazongan sinangn to banang, Raqana ta qangid paskoa melilin nani monna to baqibai na tazongan.","基於噶瑪蘭人是母系社會,所以過年前舉行palilin祭祖時,會以母方祖先為優先祭祀",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"azo yao mepatay lazat ta damoan, sepawan ta qakelawkawayan na zena, matiw saleppaw na mepatay ay sikapot to pinileppaw na mepatay ay, mai nayao mesaing qipenayan so meniz.","如果部落有人去世,所有田裡的工作稍作停下,到喪家陪伴一天,不然你所種的秧苗會全部變黃",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
semobat to qalilizaqan ta sapaksangan!,為端午節慶獻上最佳的禮讚!,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"metian ay tazongan, sokaw miRi ta Raqatan na tanganan, mai qasimonang nisasonisan na.","懷孕的女人不能站在門檻,不然生孩子會很不順",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"leppaw osa paqenanem sitongos, zao nani zana lazat na pinileppaw seRai zana nanleleppawan ay","而家庭,不只是一個人的歸屬,更是家人之間、家庭之間",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"tangayaw na qopaskoa otolo bolanan qawka siangato saisi, saisi kebalan nani sapalilinan seRai saqanan paskowa","約在農曆春節前三個月才開始釀酒,通常噶瑪蘭人釀酒是為了過年祭祖和過年時飲用",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"nengi ta semangi to sepawan mala ita to Raq, dadas, bila', osiq tebako, sepawan ta ta toqosan na pispis sikawman ta","準備一瓶酒、檳榔及葉子、煙一根,放在走廊的角落",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ta pateRongan leppawan na kebalan, yao a nanleppaw, sonis, qenasoani simnotoz nipaqiRian.","新社噶瑪蘭族的家庭,基本上是以夫妻與子女血親關係所連結而成",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"masang ta qinonongan na anem na lazat na kebalan zana tazosa na semapang, ta qenabinosan na kebalan, maqezi ta tenoban ay oRat yao nengi ay yao mesokaw ay seRai zana ta qatian ay tazosa","噶瑪族人對原始信仰萬物有靈,在噶瑪蘭族的靈魂觀裡,天地的力量來自於善靈、惡靈與自然靈",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"qomni laposan na'daq, ta qosazoian makalingon ti na 'daq to sikawman na kebalan.","別人何時放棄,噶瑪蘭語就何時會被遺忘在歷史裡",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
azo sitaRaw to mai nengi paisingan semangi ti to kisaizan masang kebalan. ta qenabinosan yao tazosa matatapon timaitan.,"如果得了不知名的傳染病會舉行除瘟祭祈福儀式,必須祈求噶瑪蘭族的神靈來協助女祭司施法,靈魂在日常生活中無所不在",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"soppaRan na anem ta ngid ti qapatay ya sikawman ta kebalan, yao a 'daq paqawit to sasengazan qawka tenes qenabinnos ta","語言的脆弱程度我們心理明白,已經完全靠外人貼上呼吸器延長生命",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ta sinapawanan na kebalan, mai mowaza nisodadan seRai nisano na masang","對於噶瑪蘭族的婚姻,所記載及傳說的的記錄不多",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"sepawan na kebalan moaza, azo zao qenaRpotoy, maqezi ta niRapotoyan soppaRan qa yao niana lanas bettoq","噶瑪蘭族有很多種的祈福儀式,如夢境,從夢裡了解為即將發生的事",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"kebalan nani tazongan sitongos to banang, Raqana tama tina na tazongan monna matiw ta lepawan na Ronanay satowanay to sinapawanan, semolol ti tama tina na Ronanay qawka nengi sinapawan.","噶瑪蘭因為是母系社會,所以是由女方父母先提出求婚,要得到男方父母的允許才可成婚",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,test
"ta niRapotoyan yao osiq, maima to lazat mesoppaR ""papol,"" mai pisapatan sepawan waway zao","其中之一的夢境,較少人知道的儀式是「papul祈福儀式」,卻並不是隨時隨地就可舉行儀式",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ta Rabi ti osepat oo olima doki, mala ita to pedatay polan, mala ita to qabed na teking","祈福時間必須是傍晚四、五點,拿芒草尾端打結,再拿火材盒及一根火柴棒",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"osiq teking, osiq mesiRis ay Ribang (tangi ay kelisiw), taso lawa, tebako, dadas","一個有價值的東西,新布一小塊、菸一根、檳榔一個、檳榔葉一片,在往回家的半路路邊放置",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"maRaRames ti to waway na kizaya mala to kedabo, qangid ala to qaRokedabo temayta pama to ozosa oo otolo bolan naqoni waway na Ronanay zao","混合了阿美族的男性入贅條件,男性入贅前要經過兩、三個月的觀察期",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ta sepawan na kebalan, Ribang na seRai waway na nizo yao imi na mai pisapatan.","在噶瑪蘭族的祈福或祭儀中,每個祭品、及動作都有他的意義,都不能疏失",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"qosinapawan ta ngayaw na Rabi 'nay, yao a towanay na tazongan ay baRqian mazas to tazongan matiw sa leppaw na Ronanay, mazas to tenozon, baboy, dadas, Raq.","噶瑪蘭人在結婚的前一日晚上,由女方所尊敬的耆老帶領女方到男方家提親儀式,並且攜帶糯米、豬肉、檳榔、酒等",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"masang Roqawto bosos ta gilanan masang nani, nizo Ronanay, sopaRan na ti kebalan nizo tazongan sinangan to banang, sinapawan nani mala to Ronanay kemadabo","當初漢人入侵宜蘭時,全是單身男性,當知道噶瑪蘭族人是母系社會,採取的是招贅婚姻制度",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"nayao lazat na kebalan melizaq mezaki to zanom qemizowan, pataz mozan gilan ilibeng melanay na ay mesonoq ti","因為噶瑪蘭族喜歡鄰水居住,宜蘭常下雨有的土地低變成濕地",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"mammin ay nilomozan zinmet senapowaR, sepezan ta ta benoqoan qoRaRan ta, melana to basawan, basaw ti, moman palisimpoan ta senapowaR","好後的糯米飯,放在箕籮筐散開,待其冷卻,再把它積成堆狀",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"maken kemadabo ti Ronanay na bosos, sopaRan na Rayngo to sodad kebalan, paqanasan na temalin mala melanay na kebalan.","在漢人成功入贅之後,利用其關係身分,在看準噶瑪蘭人都是文盲的弱點,把土地逐漸轉移進而侵占",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"tangi ay kebalan paqanas ti meRabosos, maitima to kemadabo ay Ronanay","現在逐漸漢化,已經很少有男人入贅了",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"sapaksangan temabo to paksang, melona to bawa', maw ngid kining to bosos ay pasosodadan ti ciyen temozos to tangi ay osiq waway na bosos masang","端午節包粽子、划龍舟,原本是為了紀念漢族愛國詩人屈原,直到現在流傳下來的一種民族習俗",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"pataz ita mipil to sikawma na baRqian, azo yao a pinileppaw ngid losit oo qawi pa ti labang",常聽老人們說:如果家人要出門或客人要離開時,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"yao lazat basing nani pelisin qasokaw qenasengat na, pasi qasilanas ta lazanan","有人打噴嚏的話,是不好的徵兆,在路上可能會有事發生",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"yao qaya, ngid qatiw sa lazing oo sa naongn, yao tiRos melaziw oo manbaseR ta ngayawan, semosoR ta sosowayan, mai ti mezokat","另外,要上山打獵或出海捕魚,有占卜鳥飛過你面前,突然間穿入草叢裡再也沒有出現的話,有不祥的徵兆",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"semano to qasokaw melosit, pasi qamai ti tanan, azo ngid qatiw sa naongn salaw oo sa lazing Raybaot","這種狀況不能外出,這是提醒我們外出的家人,可能會一去無回。",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"yao pama, nipatazoqan na 'daq, sokaw totosan temalinan sazena so, ""Raya pelisin zao,""","別人種的秧苗,絕對不能拔掉移到自己的田,這是「最大的禁忌」",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"masang masang yao osiq penno, zaqisan na baRqian matiw salawlaw, simqena ya lawlaw qaqelizaqan, kalingon ti baRqian to satananan.","從前從前有一隻海龜,老爺爺爬上海龜的背上,到一個島上,島上太美了,忘了時間回家",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"qomnot dedan tiboqana na zengzeng nazao ay lazat metong, mala to qatis na 'daq mai nipatazoqan ay metazoq qawka.","上天會懲罰這種人被雷電打死,所以要拿別人剩下沒種的秧苗才可以",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"siRis asa na penno, wanma penno aneman na ngid qapaR paRaybaotan zao, Raya ay kito ay nizan na qemapaR.","海龜昂貴,這位漁夫常常以捕捉海龜為目標,大小海龜都不放過",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"maRaRames ti qenasoani ta damoan moaza pilisin na, padames ti Rayngoan na sinapawan ti","部落的血親關係連結變化及禁忌非常多,甚至有無法互相通婚的狀況發生",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"azo zao nansoani simqodo to sonis, nanRaynang ay baqibai qenasoani sokaw sinapawan","例如兄弟姊妹互相領養孩子,血親三代之間就無法通婚",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"azo to pitemawaR matiw ta medaod ay waRi lazing qemapaR to penno, tedem ti, mai pama to niqapaRan to penno.","漁夫像每天一樣到外海捕捉海龜,天色漸漸暗了,還沒捉到一隻海龜",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"pamemeng tatezoma ti deddan, Raya ti bali, Raya ti ozan, zomma ti Rikom na lazing","這天天氣突然轉變,颳起強風,下起大雨,海浪也跟著起變化",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"kasianem paRaybaotan pataz temayta aizipna to nazao ay deddan, azo ti to pitemawaR mai maytis to Raya ti Rikom, bali, Raya ti ozan.","漁夫認為他常常遇到這樣的天氣,還是像往常一樣不怕大浪、強風、大雨",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
ta aneman na wanma qapaRan to penno qawka temanan.,一心只想著捉到海龜再回家,Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
"ta mezakian ay lazing maitima to penno, Raqana matiw ti ta medaodan ay waRi lazing qemapaR.","近海的海龜數量減少,於是到外海更遠的地方捕捉",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"nengi ay tazosa nani baqibai saRai ziyanan meteded. azo zao semangi to waway na ""kisaiz,""","善靈即是祖靈及神靈,如舉行「kisaiz」",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,validate
"melaziw ti to otatani deddanan, Rameneng paRaybaotan Rayngan na to yao tanian aizipna","不知過了幾天,漁夫醒過來不知道自己在什麼地方",Formosan-ePark/Final_XML/ep3_文化篇/Kavalan/Kavalan.xml,standard,UNKNOWN,sentence,train
