sxr,chinese,source,kindOf,dialect,row_type,split
tarianico kitaʉ hlitakomiaʉ kiariari apomia koraraona cocota pacanipasamanganʉ macoako pacʉpʉcʉpʉngʉia kani'i ia,"似乎看見往日傳統文化興盛的光景。透過活動,族人的心更加緊密在一起了",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mahlatʉrata Hla'aloa.,我想這就是我們Hla'alua的精神。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
coco Hla'aloa koocani piosoaraovoa takacicihli sahli kiariari kisoahlahlama,Hla'alua人不但有屬於自己的舞蹈、歌謠及歷史故事,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
maro mana pakaritʉkʉhlʉ kilalialiatana omai takoamia noa kilalialiana takoa mahlʉngʉ cikia atʉhlʉngʉ hliangahlahlana matilavaʉ siliatʉnʉlʉ na,"還有獨具特色的貝神祭典。儀式的保存除了提醒著秉持飲水思源的精神,時時懷抱感恩心",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
mataingalʉ patakoacahlia hlimoroviavia cocota malika 'akao toahlʉ miaʉlʉsʉ.,更提供機會使散居各地的族人能藉此團結聚在一起。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"angahli omaria kasʉkasʉ, mosa miongo omari langica makacani aracahlia tahlanata koparaiahlʉ","從小學走到高中的學習生涯,逐漸了解自己族群的與眾不同。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlatomoa osomaanʉ toahlʉ mana pasaʉlʉsʉ pasamanganʉ tomoro kari noa sitakoamia apaotohlangi ikatomahlana tahlana ihlata takovacangʉ takohlosohloso.,"希望大家一起努力傳承自己的語言與文化,讓大眾都能認識我們,更使族群文化繼續運轉下去。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
angahliako maini maron miararoma ikatomahlana arataisa caihli caihli opapalo cohlaomangʉka taroamacici miongo toahlico poaili vovolonga maron salia tamo'o ahlaina.,"從小在都市長大的我,每一年都在期待暑假的到來,就可以回到山上的奶奶家住。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro nana matomohloa varo'o sitakoamia opapalo ahlokoaʉ aracahlia.,"在那裏,有許多新鮮事物等著去體驗。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
vovolongaia pihlilʉvʉnga tʉkʉ ahlama,山上是藏寶之處、,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tamo'o ahlainaia mavololonga hliolavalava.,奶奶是大自然的博士。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kohlaisai maromoko ako tomimahla tamo'o ahlaina kisoahlahlama hla'aloana,尤其我最喜歡聽奶奶說Hla'alua的故事,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kani'i maroa osoa hlialava ko kisoahlahlama na mataingalʉ atʉhlʉngako.,"其中有兩個故事印象最深刻,影響我最深。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
siaocaniia angahlahlana coco'o mi'arahlasʉ.,第一個是「人類受苦的由來」,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
amihla coco kiariari kona amʉmʉkʉ aanʉ hla sipahlivingi pahla maaini iatʉhlʉngaco aanʉ.,"相傳從前的人們不愁吃穿,一點米就能煮一鍋飯。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro cacihli hlasavaʉ coco'o pahla cani cʉrʉ'avʉ ʉvʉraʉ mohlairico ka ooro.,"一位懶惰煮飯的人,把竹筒的米一次煮光,飯不斷的溢出。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pakatʉra coco'o angahlicomo kani'i pasalangʉlangʉ iniciki maro ka aanimo.,就處罰人們要辛勤工作才有得吃。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
siaosoaia aromokako kisoahlahlama,第二個是我最喜歡的故事,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
coco kiariari hlimiaʉlʉsʉ kavoroan sasaroana hlasʉnga,很久前人與小矮人曾經同住在hlasunga 這個地方,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
takiiarʉia tavaivalaisa ka kavoroa.,而貝神是小矮人的法寶物。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
miavavacangʉ ka kavoroa miaʉlʉsʉ Hla'aloa,小矮人與Hla'alua相處非常的融合,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro ocani aari miacikirika ahlama Hla'aloa sasaroana hlasʉnga,有一天Hla'alua的祖先要離開hlasunga這個地方,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
takoliacʉa tʉkʉisa kavoroa akoisa miacikirika ahlama romahlaʉ omala coa hlakana'ana anaʉaisa tavaivala ovora ahlama Hla'aloa,"小矮人難過,於是當族人要離開時,就把他們最珍惜的寶物貝神贈送給Hla'alua祖先",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
angahlico kani'ia hla'aloana saapara ihlico langicacoo.,於是從此就成為Hla'alua的神了。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kani'i kisoahlahlama tomatoro ihlata coco'o sitakoavacangʉ taiara,這些故事教導我做人做事的道理,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"koasavaʉ, alokacalai moritoroa, koasahlʉpʉ coco'o.",不可以懶惰、兄弟友愛以及不可歧視他人等,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
osoanganai romahlaʉ tamooco pitooa hla pisipacʉcʉpʉngʉ matomohlo mana hlilʉvʉngʉ tamo'ona tomoa aracahliaʉ.,原來我們的文化是那麼有趣且充滿智慧的。奶奶那裏還有許多寶藏等著去發掘,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mamisa taroa macici moasalako mana poaili vovolonga.,今年暑假我還要再回山上去。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlimongahlangahla ama'ana matisangalʉ laarʉ apatakahlangʉ ihlako:,"父親曾在一次捕捉飛鼠時,向我表示:",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mamaini macahliaoi? hlimosoa mʉmʉa laarʉna cocovovolonga hla cocopakisia'a.,"兒子,你知道嗎?飛鼠也有分山地人和平地人。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
akitakitata tamatamatavohlio laarʉnaia maroaro tamapomapohlarʉ macoa laarʉ,一般我們所看見全身灰棕色的飛鼠是住在地形比較低的地方;,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tamalimalicʉcʉcʉ pimapohli naia maroaroi langicana,"而身上帶灰黑色,身上和頭部都有白色斑點的飛鼠則住在較高的地方",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maci ahla'amisanaia taoka'aka aanʉisa,冬天高山較缺乏食用的食物,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
tamapohlarʉna ta'iaraisaka laarʉ tamatavohlionaia rahloaco mosotoro aoninika miatalʉvʉngʉ pacalivicoco moroacʉka hla sitakoamiana,因為灰棕色的飛鼠早已學習到如何躲過獵人的追捕及與人的利害關係,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kohlaisai tʉraa mangosipi mara'oma.,因此才得以繁衍生存。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
cacihli alamoro ahlaina pia 'Uso isana. tam masalangosangʉ,"一位名叫'Usu的女孩,長得非常漂亮",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tomahlaʉ ka coco'o mahlokakoa inaisa paoahlahlaina,許多人都來向她母親提親,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ta'iaraisa ka maini mana koavora.,卻因為年還小而被拒絕。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kani'i alamoro koasasangarʉ. tomamahlʉngʉ 'ʉvʉngʉ posongosingosipi comahlomo 'Uso,"這些年輕人非常不高興,於是做了陷阱活埋'Usu。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"amihlan'arʉmʉ macotoahlʉ maliaili isana ia, osomanico 'ai.","好心的穿山甲來告訴母親這件事,於是母親答應如果穿山甲能救出她,就將'Usu許配給他。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"maliaili ka 'arʉmʉ 'Uso romahlaʉ, pico mapacico ka inaisa, ariatahlangaisa hlimaiakaka","穿山甲救出'Usu後,母親以詛咒之酒給陷害者喝",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hla kihlamohlamo 'arʉmʉ roavico 'ai Usona micohlo.,並要穿山甲帶'Usu遠走高飛。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hla hlimicʉcʉngʉhlʉ ka koasasangarʉ coco'o,不高興的族人追殺他們,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mavacangʉ kai kilalialia 'arʉmʉ na sala'a sipaiatohlohlo hlakana'ana micikiri miararoma koco poaili.,"所幸穿山甲的咒語一路保護他們,離開部落再沒有回來。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tapisimo tapisimo hlitorapʉra ai,你們的短裙褲頭 兩邊打褶 不平整 很難看,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
alohlimo alohlimo hlimatararo ai,妳們女生的長裙 超過膝蓋 太長了 不好看,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maliangko maliangko hlima'okoi ai,你們的男孩 穿著羊皮很醜,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maliasalangʉsangʉ ʉlʉnganko hlima lokohlo ai,我們的Ulunganu 穿著老虎皮很英俊,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ilikimo ilikimo hlimipakao ai,妳們的Uluku 長的太胖了沒人要,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
misamisaintaka panavai arapohli ai,你們的男孩 好吃懶做 也沒人要,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"kiariari mavovolongana maroka cacihli takohlo, tam pacʉcʉpʉngʉ tam masasangarʉ mʉmʉa","從前森林裏住著一隻狐狸。他非常聰明,也非常快樂",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
kolivovolongana rianʉ tokocoisa aariaari pasakakoakoco pasaʉlʉsʉ pasaolaola'ʉ,森林裏動物都是他的朋友。每天都和大家玩在一起。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mʉcʉkʉhlʉka cacihli lokohlo,一隻老虎走了過來。,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kopatarʉakʉhlaka takohlo micohlo oka'a mʉmʉkaparana mitalʉvʉngʉ.,"狐狸來不及逃跑,也沒有地方可以躲。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tamoocoa kana'ana moroahlʉ moroahlʉapa tisangalʉ pacʉpʉcʉpʉngʉa kana'ana maramisaini romahlaʉ,"他非常害怕,很怕被老虎捉到。他正在思考該怎麼辦的時候",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maloliricoka lokohlo koaoi oroahlʉ na ihlako tiaraokopasakolai micohlo..?,老虎說話了:「你不怕我嗎?為什麼不趕快逃跑?」,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pacʉcʉpʉngʉka takohlo sipiamiaisa omalivalʉ tiarako moroahlʉna,"聰明的狐狸靈機一動,回答說:",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"""ihlao koaoiacahlia ihlakoia kapitanʉ vovolonga?""",「我為什麼要怕你?你不知道我是森林之王嗎?」,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
amihla acancancihlicoco'oia moroahlʉna ihlako hla konako hlitomimahla takohloka kapitanʉ vovolonga.,"「每個人都怕我,而且我從來沒聽過狐狸是森林之王。」",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
moroahlʉ'aimahlaka coco'o ihlao hla koakooroahlʉ. ta'iaraisaka macoisako kapitanʉ vovolonga,"「或許大家都怕你,但是我不怕,因為我真的是森林之王」,狐狸騙說。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
momoamoarʉa lokohlona arama sahli takohlona pakipohloa kana'ana ahlihlaisa amihla,"老虎慢慢地向狐狸走近,露出他的獠牙說。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
kotalovaʉlʉ mosala momoamoarʉa lokohlona,"老虎沒有停下腳歩,慢慢往前走。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
pasamalamia takohlona amihla omarocarocakʉamika lokohlo aa'ʉ palivavilihli akoihlao maco tomahlisolo ihlakoia omaoako ihlao aonanacoka hlaasasoa aropakovavilihli mosala moraroma vovolonga.,"狐狸趕緊說。老虎生氣地說:「好吧!我跟在你後面,如果你騙我,我就要吃掉你!」於是他們兩個人就一前一後地走進森林裡去了。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"komitaka kilivovolongan takohloka palivavia vilihlisana ka cacihli lokohlo, mʉrʉhlʉmʉmʉa aosimo roaicohlo","森林裡的動物們看見狐狸後面跟著一隻老虎,害怕得全部逃跑,而且躲了起來。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hla mitalʉvʉngʉ macoisaaiao mʉmʉa moroahlʉ takohlona mao tiaraisa koli'ina asimoroaicohlo?,"「大家真的怕狐狸,否則動物們為什麼要逃走呢?」",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
pacʉpʉcʉpʉngʉka lokohlo paahlahloahloso pacʉpʉcʉpʉngʉ araamoroahlʉahlʉ araatʉhlʉngʉ mʉrʉhlʉ rahlooa mʉrʉhlico mʉmʉaka lokohlo mosala micohlo.,"老虎想。邊走邊想,越走越害怕,越想越害怕,後來,老虎也害怕地逃走了。",Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
ta koco,疏忽;不太,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
paomala papa'a,狩獵神,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
paomala aanʉ,食物神,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
paomala ngahla,狀元神,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
hlitakomia hlicalivana,歷史;故事,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
hlimʉsʉtʉngaʉ 'ahlimoco,燃燒過的木棍,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maro pangʉhlʉvʉ,開啟;打開,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
sipacʉcʉpingi ko,我的智慧,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
mara apoamanganʉ,鼓動;鼓勵,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
maron ikatomahlacoco'o,茫茫人海中,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
tamo'o ahlaina,祖母;奶奶,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
angahlahla na,原由;由來,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,validate
kapitanʉ vovolonga,森林之王,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
koako tararianʉ,我不信,Formosan-ePark/Final_XML/ep2_閱讀書寫篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"maaro ocani aari omaosahlʉ amiamiamika tavoan kirihli omaosahlʉ arinaania, maohlaohlangʉita'ai salia, matingahlangahla tomapaʉ paahlivingata, amiiamika tavoa, omalivalʉka kirihlihla sinamini'ai, pasakolaico kisoa posipiapohlo maarocoisana tosasoa toporo ngahlaisa ihlata moaloalo patapaʉ amiamika tavoa","很久以前,有一天,下大雨,烏鴉對老鷹說今天是下雨天,我們在家裡好好的重新畫有條紋的衣服、烏鴉這樣說,老鷹回答說:「好啊!」說完,牠們兩個就趕快燒火在火邊坐著,烏鴉說:「我們哪一個要先被畫呢?」",Formosan-ePark/Final_XML/ep3_圖畫故事篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"sasaroanana akoisa kiiariiariia, hlitocacaalami oka'aka paapanara, maro ocaniiaari, moromitaka cacihli hlimahlo taitaisa coco'o, hlimatihlaihlai taisa pangili","我們住的這個島,據說很久以前,都是高山沒有平原,有一天,出現一位大巨人,拿著很粗的木杵",Formosan-ePark/Final_XML/ep3_圖畫故事篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"coco'o maataatatokocoamika coco'o taisa matapangili, kitomao sasaroanatana ka maromana akitata caacaalʉana, koohlaisai hlipatatʉngaisaka ahlaama kiiariiari.","大巨人就馬上停止打平整座山。你看我們的島上還看的到幾座山,這就是以前大巨人沒打到剩下來的幾座山,也就是山脈與平原的由來。",Formosan-ePark/Final_XML/ep3_圖畫故事篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"tangomijamao maatootosoro kotipatipaka taiiacoako tomalʉpʉngʉ, paahlivingaona amiamisana patangahlamika tavoa talavaavalʉ maciiami tomatatapaicoka kirihliia, coami maisana maatootosoro marasaicoka kirihli, maricʉcʉkaisana, rʉ~ʉ amiamika kirihli ararataʉ romakoco loma'amolo lomalicʉlicʉcʉisana takʉmʉ'aʉka tavoa talaili pahlivingaisa riianicoami malicʉcʉ, omarocarocakʉamika tavoa, tiia'ahli'ahlimoco micʉngʉcʉngʉhlʉ kirihli matapoopono, tapilavaicoka kirihli, angahlicoisanaka sasoa morisangihli miongo kani'i.","烏鴉看了一直讚美牠的衣服,老鷹就繼續畫,畫到一半時老鹰發現烏鴉在打瞌睡,老鷹搖醒他就說:「不要一直動,你的衣服就快畫完了。」烏鴉聽到後張開眼睛便站了起來再坐好,老鷹又繼續畫,不久烏鴉又開始打瞌睡,老鷹不耐煩了,就搖搖頭說:「啊咿呀,好可惜,乾脆把烏鴉的衣服通通塗黑算了。」",Formosan-ePark/Final_XML/ep3_圖畫故事篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"hla poaroma miiatotongoso, akoainitaka apatalikococo vahlita, mitilihlicoka papito, takʉsʉsʉlʉ coco'o miatotongoso, hla matiialʉngʉsʉisanamika ahlahlainaisa, koami patiiakʉhlaisana","準備進入會場,卻怎麼進也進不去,像隔著一個板似的,他們七人忽然慢慢的升起至半空中,繞著會場,他們的親人和老婆們",Formosan-ePark/Final_XML/ep3_圖畫故事篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,test
"mataapaapaapanaraani caacaalʉa, takoliacico tʉkʉisaka koli'i, pasakolai maricovocovongo laʉlaʉvʉisa, kolikolikoli'i, maakarikari, omohlono comi'i apahlokoa coco'o taisana aropaakari, omarocarocakʉka comi'i, mosala maakari cocotaisa, maco matakoco mataapapaanaraa cacalʉanaia ngahlaisacoka paaranahlamo, amiamika comi'in","一直打平整座山,所有的動物非常難過,趕緊地召集所有的同伴們開會,就請大熊去到大巨人那談判,很憤怒的大熊就去對大巨人說:如果你把整座山通通打平,那我們得住哪呢?大能就這樣對大巨人說",Formosan-ePark/Final_XML/ep3_圖畫故事篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
"kilaalijalico toarasʉ manaka, hlahlosa mosala mʉrʉcoka mosalacoka hlahlosa mahlokoa vovolonga omilimahlico poaiailicoka. hlimʉrʉcʉka ocanicoka. ocanitarʉana, aʉnʉmʉka konapoaili.","前一天男士們開始上山狩獵準備祭典用品,男士們至少要花四到五天,到了第六天的時候,狩獵和所有的族人都回到部落了,獨獨一組六位男士和一隻狗還沒回來",Formosan-ePark/Final_XML/ep3_圖畫故事篇/Saaroa/Saaroa.xml,standard,UNKNOWN,sentence,train
