xsy,english,source,kindOf,dialect,row_type,split
"yami tani kamatortoroe' kiSka:at, yami ma:tol ila nom Sempe: kapa:tol.","We followed the teacher to read, we sang the number song.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako tatoroe' 'akoy ka kinra:aman kapayaka:i'.,I have learned many SaySiyat languages.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ya:o sa'sa'ih ka hahila: rima' kiSka:at, ya:o sa'sa'ih ka hahila: tatoroe' ka kapayaka:i' ya:o 'am manabih pakbaezae' hi 'oya'.","I go to school every day, I learn the SaySiyat language every day, and I want to tell my mother.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ma'an raro:o' hi 'ataw.,My name is 'ataw.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ni yaba' ma'an raro:o' hi kalih.,My dad's name is kalih.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ni 'oya' ma'an raro:o' hi maya'.,My mother's name is maya'.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ya:o 'isahini lampez tinal'oemaeh.,I am 10 years old.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ya:o hayza' 'aehae' minatini' kamamanra:an siya Sin ta:inin, siya 'isahini lampez o 'aehae' tinal'oemaeh.","I have a brother, his name is ta:in, he is 11 years old.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yami ray 'ima hingha' kakiSka:atan kiSka:at.,We study in the same school.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako ki minatini' kamamannra:an minowa' ma:tol.,Both my brother and I like to sing.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ya:o minowa' lalangoy, ray minaSangay, yami 'aehae' taew'an ma'onhael rima' lalangoy.","I like swimming. During the holidays, our whole family go swimming together.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ya:o minowa' Sekla' ka 'ima SaSo' kapa'onhaelan yami kayzaeh ma'onhael ma:tol ki lalangoy.,"I love meeting new people, we can sing and swim together.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ya:o 'in noka SaySiyat a korkoring.,I am an SaySiyat child.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niya'om taew'an ray walo'.,Our family lives in Donghe.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niya'om taew'an hayza' haseb mae'iyaeh.,There are five people in our family.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
niya'om taew'an hayza' to:o' 'aehael.,There are three brothers and sisters in our family.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ya:o ki yaba', 'oya' minatini' kamamanra:an ki minatini' minkoringan ma'onhael rowaSek.","I live with my father, mother, brother and sister.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ma'an yaba' 'ibabaw, yaba' ma'an kinSat.",My father is tall and he is a policeman.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ma'an 'oya' bali', 'oya' ma'an sinsang.",My mother is thin and my mom is a doctor.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yaba' ray taew'an ki yami malnoSaySiyat.,My father speaks the ethnic language with us at home.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yami ray haba:an 'ima 'inaro' kaSangayan hahila: lobih ray 'asang.,We will all go back to the tribe during the summer vacation.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako kila minatini ma'onhael rima' romakep ka takem.,My brothers and sisters and I will catch frogs together.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako minowa' yami 'aehae' taew'an mae'iyaeh.,I like our family very much.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
kaysa'an ya:o ki 'oya' 'am rima' manmanra:an.,I went out with my mother today.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ima Sera: kawaS kinhis'alan, kawaS 'okik kaskes ma' 'okik rikrika:, ba:i' kin'iya'zaw.","The sky is blue during the day, the weather is neither cold nor hot, and the wind is cool.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"yami ray hinhinbetelan maSa:eng somi'ael ka pang, basang hila:en noka hahila:, koza' kinha:olhoel.","We ate bread on the grass, the sun was shining on us, and it was very warm.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
hila:an kawaS 'iniyangangilaeh ila.,"In the afternoon, the sky turned red.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ya:o somingozaw hi 'oya', 'ampowa' kawaS ngangilaehan.",I asked my mother why the sky is red.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'oya' manabih, nakhara bayoS 'am mowa:i' ila.","Mom said, maybe the typhoon is coming.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"hae:wan ray kawaS 'oka' ka homom, bintoe'an kas'oehaez ila.","There were no clouds in the sky at night, and the stars came out.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yami ma' 'am lobih ila.,We were going home too.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"ray karara:an, ya:o paho'alo' ka bintoe'an.","On the way home, I made a wish with the stars",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"pakSiwa' bayoS 'izi' wa:i', ya:o 'iyakinakaSlatar manmanra:an.","I hope the typhoon doesn't come, I still want to go out to play again.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"ma'an kakiSka:atan ray 'in niya'om a taew'an langi:, ya:o sa'sa'ih ka hahila: manra:an rima' ray kakiSka:atan, ma' manra:an lobih ray taew'an.","My school is next to our house, I walk to school every day, and I also walk home.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"niya'om kakiSka:atan 'okik sobae:oeh, 'okik 'akoey ka kamakiSka:at, SaSekla' hahi:il.","Our school is not big, there are not many students, everyone knows each other.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"Saeboeh korkoring raroton ray kap'ae'ae:iwan, ma'onhael makakSiyae' ki 'a'iyalatar.","All the children will gather in the playground, play ball and chat together.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"lakamatortoroe' ma' mae'onhael ki yami makakSiyae', kakiSka:atan nak 'aehae' taew'an.","The teachers also play with us, the school is one big family.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"sa'sa'ih ka hahila: somaepoh, 'ita' 'am 'okay pakhara:i' katatoroe'an.","We have to clean every day, and everyone has to clean the classroom.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"hayza' mae'iyaeh tomi:iS ka hinohaez, hayza' mae'iyaeh somaepoh ka rape:.","Some people clean the windows, some sweep the floor.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yami ma' ra:am somaepoeh ray kakiSka:atan kalihokan, 'ita' 'a'apel kapatawawen, kakiSka:atan sa'sa'ih ka hahila: ma' 'am 'okik hara:i'.","We will also clean every corner of the school. Everyone works together, and the school is very clean every day.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kahiya', yako rima' ray 'asang payrarongaw hi baki'.","Yesterday, I went to visit my grandpa in the tribe.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yami honaehnge: ila 'okik kakita', yako maSriyae' hi siya.",We haven't seen each other for a long time and I miss him a lot.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"baki' komita' 'iyakin, pasi'ael ka ba:ay o parae'oe: ka kashaw 'iyakin.","As soon as grandpa saw me, he invited me to eat watermelon and drink tea.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ni baki' pinamowa' ka ba:ay 'anhil, sa'owaz kayzaeh a tomal si'aelen.",The watermelon grown by grandpa is very sweet and really delicious.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako ma' minowa' ni baki' ka kashaw, kayzaeh rae'oe:on.","I also like grandpa's tea, it's tasted good too.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"ray 'ima hila:an, yako ki koko' ma'onhael tikinsi'ael.","At noon, I cooked lunch with my grandma.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ni koko tinalek 'akoey a ta:an, hayza' ka 'aelaw, hayza' ka tata:a', hayza' ka lilom, hayza' ka mona:.","Grandma cooked a big lunch, including fish, chicken, pumpkin, and snails.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"komsi'ael sizaeh, yami rima' ray tatimae'an titatimae'.","After lunch, we went to the vegetable garden to pick vegetables.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"koko' mari' 'akoey ka 'aewpir, rokol ki 'oe'ong, Sipa'alibih 'iyakin ray taew'an.","Grandma brought me a lot of sweet potatoes, taro and buckwheat, and asked me to take them home.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"yako ki lasiya papil'awan ila, So: honasamez ila 'am mowa:i' naehan komita' hi lasiya.",I said goodbye to them and said I'd see them next time.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"kaysa'an kamatortoroe' maraS 'iniya'om, rima' ray kita'an ka Sinpanan yami ray kakaS'abo'an 'aehae' 'aehae' wawa:ih bae:iw nom kaS'abo' ka pinaSkira:a'.","Today the teacher took us to the zoo, and we lined up at the gate to buy tickets.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kaS'abo' ray kakita'an ka Sinpanan, kamatortoroe' manabih Sa', ""ray kati'aela' ka kita'an ka kabkabaeha:, hikor kakita'an ka Siba:i', 'ita' 'iSkanonak kita' ila.""","After entering the zoo, the teacher said, There are birds in the front and snakes in the back",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako tikot ka Siba:i', isa:a kayni' komita' ka Siba:i'.","I'm afraid of snakes, so I don't look at snakes.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yako komita' 'akoy ka kabkabaeha:, lasiya ray kaehoy babaw homayhayap, hayza' naehan Saehoro: ka kal'oe' ray kaehoy horo' 'izo' minae'rem.",I saw a lot of birds flying around in the trees and saw owls sleeping in tree hollows.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ray kakita'an ka Sinpanan hayza' ka ba:ong, hanowan ki heklaw, ma'an kakhayza'an 'inokay Saehoro: i' hini Sipanan, kaysa'an kita'en ila hahi:il kinSiyae' a tomal.","There are elephants, horses and tigers in the zoo. I have never seen these animals before. I was really happy to see them today.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ma'an 'inalingo', 'akoy, kapakita' hi 'oya' ki yaba'.",I took a lot of pictures and showed them to my parents.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
mayhal 'am ki yaba' 'oya' ma'onhael 'am mowa:i' naehan rini.,Next time I will come with my parents.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
ray hini minaSangay hahila: yako ki minatini' minkoringan rima' taytong payrarongaw hi mama'.,"This holiday, my sister and I went to Taitung to visit my uncle.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yami 'in'alay taypae' papama' ka kalihaepoyan rima' taytong.,We took the train from Taipei to Taitung.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"potngor ray taytong, mama' seme:ez kapapama'an mowa:i' ray ka'ayna:an kapapama'an sasbong 'iniya'om.","When we arrived in Taitung, my uncle drove to the station to pick us up.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ka'ayna:an kapapama'an 'al'alihan kala mama' ray taew'an, papama' honha:i' ma' potngor.","The station is not far from my uncle's house, and it's just a short drive away.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ni mama' taew'an langi: hayza' 'aehae' 'ima mowahil kaSpanan ka Sinpanan, yami' papama' ka ritinSiya' rima' ray kaSpanan ka Sinpanan.","There is a big ranch near my uncle's house, and we rode bicycles to the ranch together.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ray kaSpanan ka Sinpanan, yami tomabo: ka Siri' papama' ka hanowan.","In the ranch, my uncle took us to feed the sheep and ride horses.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"roehaenan, yami mae'onhael rima' ray titiyaman komSa:o'.","In the evening, we went to the city to have dinner together.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"rima' ray titiyaman 'asang 'akoy ka kapapama'an, 'isa:a yami papama' ka 'otobay rima' risaza.","There are a lot of cars in the city, so we go there by motorcycle.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'am lobih ila, kita'en 'otobay Sikarma' ila, 'isa:a yami' papama' ka baSe' lobih.","When we were about to leave, we found that the motorcycle had been stolen, so we had to leave by bus.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'isa:a hini yami lobih ila ray taypae', 'okik ra:am ni mama' 'otobay tihoro:on ila ay.","Now that we are back in Taipei, I don't know if my uncle's motorcycle has been found.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"ray 'ima 'ol'olae'an niya'om taew'an ray walo', kiSka:at ila, ba:aw ila ray to'ing, 'isa:a ray raehoran ila nanaw rowa:Sek.","When we were young, our family lived in Donghe. After I started school, we moved to Taoyuan and have been living in the city ever since.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"kiSka:at ila ray kam'ibabaw kakiSka:atan, yako pawhi:il ila 'aehae' kakiSka:aten noka SinSinraeho' kaspengan. Sekla' ila ray taywan SinSinraeho' hayza' 'akoy ka 'ima 'okik hingha' ka kaspengan.","After I went to college, I took a course on aboriginal culture and learned that the aboriginal people in Taiwan have various and rich cultures.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'isa:a, 'isahini tinal'omaeh ray 'ima 'inaro' ka kaSangayan, yako ki minatini' kamamanra:an lobih ray 'asang somingozaw ka tatini', 'am Sekla' ka 'in nonak a kaspengan.","So this summer, my brother and I went back to our tribe to visit the elderly, hoping to understand the culture of our own ethnic group.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"tatini' monmaykaSpat ila tinal'omaeh, ma' kita'en nak 'al'alak naehan.","The old man is already eighty years old, but he still looks like a middle-aged man.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"ya:o somingzaw hi siya ra:am piza' kapayaka:i', siya malnoSySiyat ra:am a tomal, ma' ra:am 'oyaeh malnoSaypapa:aS, malnomoto: ki malnoripon.","I asked him which languages he knew, and he was fluent in Saisiyat, as well as Atayal, Hakka and Japanese.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"yako somingozaw hi siya 'isa:a ra:am ila, siya 'ima 'ol'olae'an kiSka:at ka 'alnoripon, minkoringan nisiya Saypapa:aS, siya ray kapatawawan Sekla' 'akoy ka moto:, 'isa:a siya ra:am 'akoy ka kapayaka:i'.","I asked him to find out that he learned Japanese when he was a child, his wife is an Atayal, and he knows many Hakkas at work, so he can speak so many languages.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yami 'ima somingozaw, tatini' manabih 'akoy nisiya kinra:aman nom 'omalep ka howaw.","During our interview, the old man talked about a lot of traditional knowledge about hunting.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ana yami haSa' baezae', niya'om noka laleke: 'alingo'on, 'isa:a kayzaeh hayza' naehan kabaezae'en.","Although we could't fully understand it, we could record it on our cell phones and listen to it more.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'ima 'ol'olae'an 'okik Sekla' ka 'in nonak a kaspengan, komita' nonak ma' SaySiyat kaSikar a tomal.","When I was young, I didn't understand the culture of my ethnic group, and I was a little embarrassed that I was an aborigine.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"Sekla' kin'akoy, nonak Sapang SaySiyat, sa'owaz maynonak a tomal, ma' kayzaeh patopa: ma'an Sapang ka Sinrahoe'.","The more I know, the more I feel that being a Saisiyat is unique and something to be proud of.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"'isa'an rohaenan, minayti' kamanra:an 'am lobih ray taew'an.",My younger brother is going home this evening.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yako ki koko rima' ray ka titibae:iwan ka tatima' bae:iw ka tata:a'.,My grandma and I went to the market to buy chickens and prepared a delicious dinner for my younger brother.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,validate
"yami maray ka titibae:iwan ka tatimae', tinitibae:iw 'akoy baba:aw minari' ka por'oe'.","We passed the vegetable stand, which had a lot of fresh green vegetables.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
"yami bae:iw ka por'oe', Sako: ki sitaew.","We bought water spinach, yams and carrots.",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,test
"ray langi: kamatitibae:iw ka boway tahoki' Sa', ""ma'an panrang ki 'a:immapizos 'anhih, o bae:iw sowiti' ay!""","The owner of the nearby fruit stand said: ""My pineapples and peaches are very sweet. Buy some!""",Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
yami bae:iw ila ka panrang ki 'a:imapizos.,We bought pineapples and peaches.,Formosan-ePark/Final_XML/ep2_族語短文/Saisiyat/Saisiyat.xml,standard,UNKNOWN,sentence,train
