pwn,english,source,kindOf,dialect,row_type,split
a oi..,really (auxiliary verb),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kitjara maitazoa,also,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tasaoni,just now,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
remaketj,whole day,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
kimaljiki / komaljiki,although,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,validate
tjai,marked (in all ethnic languages),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Central_Paiwan.xml,standard,Central,sentence,train
tapolo' kato ita,eleven,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tapolo' kato drosa,twelve,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tapolo' kato tjelo,thirteen,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tapolo' kato sepatj,fourteen,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
tapolo' kato lima,fifteen,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tapolo' kato onem,sixteen,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
tapolo' kato pitjo,seventeen,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tapolo' kato alo,eighteen,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
tapolo' kato siva,nineteen,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
drosa a polo',twenty,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
drosa a polo' kato ita,twenty one,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
drosa a polo' kato drosa,twenty two,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
drosa a polo' kato tjelo,twenty three,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
drosa a polo' kato sepatj,twenty four,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
drosa a polo' kato lima,twenty five,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjelo a polo',thirty,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjelo a polo' kato ita,thirty one,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
sepatj a polo',forty,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
lima a polo',fifty,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
onem a polo',sixty,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pitjo a polo',seventy,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
alo a polo',eighty,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
siva a polo',ninety,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
drosa a iday,two hundred,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
takozoljan,one thousand,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
makoda,How it is,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
makodanga,what's up?,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
mapida,how many (number of people),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
kangida,when (has happened),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjakadjan,daughter's husband,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
kakadray,coming grandchild,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ti vetjek a o'aljay,brother,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ti vetjek,brother and sister,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ti vetjek a vavayan,older sister,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ko vetjek a o'aljay,older brother,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ko vetjek,brother and sister,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ko vetjek a o'aljay,younger brother,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ko vetjek a vavayan,younger sister,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
vavolongan,elderly people,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
ljacalisian,"ethnic group, plain tribes""",Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ma'acovocovong,young people,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
gerong,thoracic cavity,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
venge',nasal mucus,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
kolavav,mice (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
tjotjoy,feral pigeon,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
'atjovitjovi,insect (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
'alici,male reproductive organs,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
vo,animal giblets,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
vavayan a qemozimozip,female,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
kamavanan,hundred-pace snake,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
racomacomay,stag beetle,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
covo',bamboo shoot,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
kavaloan,wild lily,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
'aingoay,giant elephant's ear,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
'arizang,yard-long bean,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
'arizang,green bean,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
nigi,green onion,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
covo',bean sprout,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjaljayan,seed (excluding grain seeds),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjavovok,wild grass plum fruit,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
mokav,double cap fern,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
'ecim,mountain litsea,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
kangkang,clocks and watches,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
kala,fine line,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
'aselo,wooden pestle,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
kadrokadro,bamboo cup,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
sanpolo,rice cooker,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
panadip,fishing gear / fishing rod,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pariok,wok (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
'avo,charcoal ash,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
sasan siavan,stockpot,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
kezkez,Iron nail,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjaljizok,fishing net,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
sadipan,at the foot of the mountain,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
dinomolj a 'ipo,mound,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
liljav,hot spring,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
vogovog,independent hill,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tatepetepezan,lofty mountains and steep hills,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
celala',thunder and lightning,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
kovolj a qoma,dry land,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
maledep a 'adav,sunset,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
kasasavan,front yard,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
'emapaz,building a fence,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
nosicavilj,next year,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
toco a 'adav,today,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
maljialjia,early morning,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tazoa,at that time,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pasosangas ta kincengelj,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
kama'acovocovonganan,at an early age,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
i tide' a qinadavan,sunday,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
itjoma',inside (in the house),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
tjaiteko toa,beneath something,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
kemasi,from somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
venosam,sowing (five grains),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
capan,grain drying box (drying rack),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
salang,indoor grain warehouse,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
takit,mountain knife,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pakadrosa,slaughter knife,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
po'acev,stone trap,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
poseloc,noose trap,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
cepecepeng,small basket,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjakep,bird trap,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
maljeve',pas-vake (five year festival),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjobilj,belly band,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
ikav,men's earring,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
vacvac,women's earring,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
te'ic,netting needle,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
sialja,baby carrier,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
sikaw,backpack mesh bag (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjokodr,headband (for women's backpack),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
alay,plain line for weaving,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
cemljis,scrape ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ljamzi,round bamboo basket,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
dio',soy sauce,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
gemiring,dog bark,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
aya,it is said...,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
mekeljo,run (imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
vavaiko,Let go,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
djemrioc,take a stroll,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
masiljaong,carry (e.g. with umbrella),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
na 'emiladj,sitting,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
na malingedjelj,standing,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
'emeljev,"shut (e.g. door,window)",Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
ori mangetjez,coming,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
no tjapaconan,look like...,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
masasav,go out,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
'emiladj,sit down,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
dremadrokongan,bend over,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
sengsengan i tjoma',housework,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
mapasoay,out of order,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
gemocgoc,scratch itching,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
'emereng,lie down,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjemo'etjo',smash to pieces,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
maro'o,roll down,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
cemogecog,bump into,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
kivorasi,dig (sweet potato),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
venaljes,split wood,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
tjemapiric,pull (cloth/skirt),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
nagememegem,hold it,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,validate
zemapatj,hold down,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
cemalis,scratch and itch,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
pasemalav,make a fist,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
saliman i tjoma',pluck,Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,test
matja',peel (peanuts; beans),Formosan-ePark/Final_XML/ep2_學習詞表/Paiwan/Northern_Paiwan.xml,standard,Northern,sentence,train
