tsu,english,source,kindOf,dialect,row_type,split
aoyosi no cohzona,morning,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ho noana'o,future,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
ne...foinana,at an early age,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
akameosʉ,in a short while,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ta'esi no cohzona/atavei no cohiona,afternoon,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
maspio / ma'hipio,o'clock,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
homo maica,now,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
hiesi no yayo,birthday,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yonto ic'o,somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
vhona,the right side,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
veina,the left side,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
f'of'osi,beneath something,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ohto...,(from somewhere) to somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
i'mine...,from somewhere,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
seipi,grain drying box,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
poyaveno kosʉ,scythe,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ketbʉ /tvo'oanʉa,warehouse,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
mo'to'ʉ,Open up,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
apngo,grain sifters,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
m'otacʉmʉ,accelerate the ripening,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mengio / mengzo,spear,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
poyave no sʉngcʉ,hunting knife,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
poyave no sʉngcʉ,straight hunting knife,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yoansoo,prey (collectively),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
cʉfʉ,stone trap,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
evomʉ,noose trap,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ʉs'ʉfea,bird trap,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
p'ono nia maameoi,pas-vake,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
meesi no miyapo,misalisin,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tititha meipo,witchcarft appliance (witch doctor use it for treatment),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
keoe'i,belly band,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
svʉyʉ no haahocngʉ,men's earring,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
svʉyʉ no maamespingi,women's earring,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
pooyoyo / poyoyo,pants,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
hoso,netting needle,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
pooyoyo no maamespingi,women's long pant,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teesi no ngei,boehmeria thread,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
hoehongsʉ,makeup and accessories,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yʉsno mi'iei,traditional blouse,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
taf'o,traditional skirt,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
sosvinana,baby carrier,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
psohia /psohza,codpiece,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
keʉpʉ,men's mesh bag,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yʉsno aoskopa,jacket,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
paoco,headband (for women's backpack),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
tohkisi,scrape ramie,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yongko,bamboom back basket,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
toosva koyai,station,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
koyai no yaa pozo,train,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'okazo / machachae,dish,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
chae enghova,green vegetable,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
tahia / tahza,beans,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
pai hohʉ'eʉca,glutinous rice,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
sato /kamcia,sugar,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
soo'io,soy sauce,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
pai smoesohco,indica rice,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
h'isi,rice bran,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
fʉecʉ'ia / fʉecʉ'za,white,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
po'eʉngnʉ,dog bark,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
totalʉi,it is said...,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
kokocngo no aoesiesi / vongka,culture,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mevcongʉ,get married,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yopa navconga / navconga,marriage,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
poha'o esmi,late,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ohtan'e /minosa'a,come here,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
peayofʉ,run (imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
peomani /peomanzi,see a visitor out,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
meobango,get rid of...,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
emoovei/yoovei,turn back,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yose'o /sicosa'a,get out of the way,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
phahcoyo,along the mountains,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
yongeoo,call for,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
sopihi,crossing the stream,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
biavovei,take a stroll,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
meobango,chase after,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teov'oha,catch up,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
smoteʉsʉ,slip off,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mahafo,carry (e.g. with umbrella),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
sʉ'eʉsʉ,put on,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
amʉta,"shut (e.g. door,window)",Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
te cmʉ'ho,coming,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mohco cmʉ'ho,have been here before,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
co ohne'e,gone,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mais'a mo,look like...,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
emoyafo,go out,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
yosohngo,sit down,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
m'ohkoyo,bend over,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
mayo,pick up,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
ti'osno,punch (e.g. people),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tookeo,scratch itching,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
oevoi,lie down,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ez'oz'o,smash to pieces,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
ngoe,carry on one's shoulder,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tmaie'ohʉ,roll down,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
smoftongʉ,bump into,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
peofaci,cut open,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
seo'tʉneni,tie it up,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mʉpʉtʉ,hold it,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
hoe'ocʉ,hold down,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tom'om'o,pull out,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
coe'a,pile up,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
hotpʉti,hold it down,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tookeo,scratch and itch,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tʉ'pʉ'pʉyʉ,make a fist,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mo'eici,peel (peanuts; beans),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
sopihi,wade across the water,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
meobango,hunt and capture,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
eninio'o /ez'oz'o,shatter,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
p'ecihi,trample on,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tokaci,cross over,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
esnono'i/ esno'no'zi,pry open,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
misiiesi,rub (e.g. lipstick; paint),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
'aʉnpʉnpʉ toop'opʉ,flipping,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yohcoyʉ,lean on,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
toh'iei,lie on the side,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tmoecʉ,cut off,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
m'ohkoyo,lower your head down,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yo'ho'hi,peeling the bark of a tree,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
maino 'tohʉngʉ,arbitrary,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
sootot'inghi,squat down,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yʉc'ʉ,stand up,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
eseoseo,suck in,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
tmaceo'so,get burnt,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
otaseoni,have breakfast,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ocohioni/ ocohzoni,have lunch,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
oyofonʉ,have dinner,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
lʉa,come across,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ta'payo'ʉ,forget (imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
m'oyʉcʉ,close eyes,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
elʉi,smell (as in smell),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
aasa,touch (as in touching the body),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
teolʉ,open your eyes,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
pa'cohivi,teach (e.g. teaching someone to write),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ngohia /ngohza,love,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
aʉlʉlʉa,love and care,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
yohiʉ / yohzʉ,shocked,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tasocia / tasocza,sort out,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yʉc'ʉ,get up,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
hovahi'sio,good-bye (say good-bye to each other),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
cmoho,killing animals,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
amiocni / amzocni,rest,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
pei'i,cook (rice/meat/yams),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
hi'oemi'ma,"dry (e.g., drying clothes in the sun)",Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
sicngi,draw water with a ladle (imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ateop'ʉca,"pack up (imperatives, as in pack up)",Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
poi / poezi,dry up,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
ehtiskovi,shine/light up,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
siongo,fishing for fish and shrimp by cage,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
pofʉheongʉ,steam (as in steamed rice),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
soopozo,make a fire,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
sievi,pickle (imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
aʉt'ʉcʉ,take care of,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
paavi,lift off (as in lift off the lid).,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
pomʉti,lock up,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
spoei,make the bed,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
som'om'a,burn (as in burning the hair of prey),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
toa ehʉngʉa,leaf stripping,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mici sifo,urge urination,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yonioo / yonzoo,burning,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
ngov'eni,hang (Imperatives),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
na'no congo,ouch,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
m'oot'ot'o,doze off,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mevcongʉ no mocmo ci coo,marry to a non-ethnic clan member,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
hafsʉ / moyomo,drunk,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
na'no mayahe,soon,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
coveoza,poor thing,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
kengio /kengzo,bend,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
mahiz 'o,poison,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
na'no mafe,delicious,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,test
yoefʉhta/ poyosposo,brisk,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
zoa / ezoa,intentional,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
yokaapana,tall and thin,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
na'no kʉhtosʉ,very hard,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
namasʉecʉ,sour smell,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
aocono noe'ʉcʉ,fully wetted,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
ntee/ 'antee,should,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
apci,split open,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
miyoho tmoyoho,overflow (like water overflowing),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
atvoha,mix sth. with sth.,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
eyʉskʉ,crumble (of scree slope),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
ciha,throw away,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
panto,there are...,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,validate
sothi,set up,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
boekeematmohʉ,pick on,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
tasvʉta,number (calculation),Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
momio /momzo,trapped,Formosan-ePark/Final_XML/ep2_學習詞表/Tsou/Tsou.xml,standard,UNKNOWN,sentence,train
